Unnamed: 0,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,predicted_usefulness,is_useful,comments,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
34,24773447,"Abstract Ethanol solutions of five fractions obtained from essential oil of sweet basil Ocimum basilicum L. (Lamiales: Lamiaceae) (F1-F5) were tested for their antifeedant properties against 2(nd) instar gypsy moth larvae, Lymantria dispar L. (Lepidoptera: Lymantriidae), in laboratory non-choice and feeding-choice experiments. Prior to bioassays, the chemical composition of each fraction was determined by gas chromatography analyses. Significant larval deterrence from feeding was achieved by application of tested solutions to fresh leaves of the host plant. The most effective were were F1 (0.5%), F4 (0.05, 0.1, and 0.5%), and F5 (0.1 and 0.5%), which provided an antifeedant index > 80% after five days. A low rate of larval mortality was observed in no-choice bioassay. In situ screening of chlorophyll fluorescence as an indicator of plant stress level (assessed by the induced fluorometry) confirmed that the tested compounds did not cause alternations in the photosynthetic efficiency of treated leaves. ",Journal of insect science (Online),"['D000818', 'D008401', 'D007306', 'D007814', 'D009036', 'D018649', 'D009822', 'D010936', 'D018515', 'D027861']","['Animals', 'Gas Chromatography-Mass Spectrometry', 'Insecticides', 'Larva', 'Moths', 'Ocimum basilicum', 'Oils, Volatile', 'Plant Extracts', 'Plant Leaves', 'Prunus']","Ecologically acceptable usage of derivatives of essential oil of sweet basil, Ocimum basilicum, as antifeedants against larvae of the gypsy moth, Lymantria dispar.","[None, None, 'Q000494', 'Q000187', 'Q000187', 'Q000737', 'Q000494', 'Q000494', 'Q000737', 'Q000187']","[None, None, 'pharmacology', 'drug effects', 'drug effects', 'chemistry', 'pharmacology', 'pharmacology', 'chemistry', 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/24773447,2015,0,0,Anitfeedant properties of Ethanol,basil,0.07017543859649122,"['chlorophyll', 'Ethanol', 'sweet basil Ocimum basilicum L. (Lamiales: Lamiaceae', 'gypsy moth larvae, Lymantria dispar L. (Lepidoptera: Lymantriidae']",1,4
35,24758511,"The essential oils of 2 Cameroonian spices, namely, Xylopia aethiopica and Ocimum canum, were chemically investigated and screened for their antibacterial activity. The essential oils were analyzed by means of GC, GC/MS, and NMR. X. aethiopica oil contained myrtenol (12%), a monoterpenoid in highest concentration. The essential oil of O. canum belonged to the known linalool (44%) rich chemotype. The results of the antibacterial screening against the food spoiling bacteria revealed a significant and broad spectrum of activity for these essential oils. The present material of X. aethiopica, which is having myrtenol in relatively higher concentration, has shown moderate antibacterial activity. The bioassay-guided fractionation of Ocimum canum oil through flash chromatography showed that minor compounds, namely, α-terpineol, chavicol, chavibetol, and trans-p-mentha-2,8-dien-ol, significantly contributed for the overall activity observed. Hence, these results evidenced the possible potential of the essential oil of O. canum as a suitable antibacterial for controlling food-borne pathogens whereas the X. aethiopica oil has moderate possibility.",Journal of food science,"['D000080462', 'D000840', 'D000900', 'D000081008', 'D000081005', 'D053138', 'D005054', 'D005516', 'D008401', 'D006801', 'D039821', 'D031339', 'D018649', 'D009822', 'D010936', 'D017365', 'D054336']","['Acyclic Monoterpenes', 'Anisoles', 'Anti-Bacterial Agents', 'Bicyclic Monoterpenes', 'Cyclohexane Monoterpenes', 'Cyclohexenes', 'Eugenol', 'Food Microbiology', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Monoterpenes', 'Ocimum', 'Ocimum basilicum', 'Oils, Volatile', 'Plant Extracts', 'Spices', 'Xylopia']","Antibacterial activity of essential oils of edible spices, Ocimum canum and Xylopia aethiopica.","[None, 'Q000032', 'Q000032', None, None, 'Q000032', 'Q000031', None, None, None, 'Q000032', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000032', 'Q000737']","[None, 'analysis', 'analysis', None, None, 'analysis', 'analogs & derivatives', None, None, None, 'analysis', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'analysis', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/24758511,2015,0,1,Essential oil,basil,0.11320754716981132,"['myrtenol', 'flash', 'α-terpineol, chavicol', 'Ocimum canum oil', 'linalool']",1,6
36,24607424,"Since multidrug resistant bacteria are frequently reported from Southeast Asia, our study focused on the occurrence of ESBL-producing Enterobacteriaceae in fresh imported herbs from Thailand, Vietnam and Malaysia. Samples were collected from fresh culinary herbs imported from Southeast Asia in which ESBL-suspected isolates were obtained by selective culturing. Analysis included identification by MALDI-TOF mass spectrometry, susceptibility testing, XbaI-PFGE, microarray, PCR and sequencing of specific ESBL genes, PCR based replicon typing (PBRT) of plasmids and Southern blot hybridization. In addition, the quinolone resistance genotype was characterized by screening for plasmid mediated quinolone resistance (PMQR) genes and mutations in the quinolone resistance determining region (QRDR) of gyrA and parC. The study encompassed fifty samples of ten batches of culinary herbs (5 samples per batch) comprising nine different herb variants. The herbs originated from Thailand (Water morning glory, Acacia and Betel leaf), Vietnam (Parsley, Asian pennywort, Houttuynia leaf and Mint) and Malaysia (Holy basil and Parsley). By selective culturing 21 cefotaxime resistant Enterobacteriaceae were retrieved. Array analysis revealed 18 isolates with ESBL genes and one isolate with solely non-ESBL beta-lactamase genes. Mutations in the ampC promoter region were determined in two isolates with PCR and sequencing. The isolates were identified as Klebsiella pneumoniae (n=9), Escherichia coli (n=6), Enterobacter cloacae complex (n=5) and Enterobacter spp. (n=1). All isolates tested were multidrug resistant. Variants of CTX-M enzymes were predominantly found followed by SHV enzymes. PMQR genes (including aac(6')-1b-cr, qnrB and qnrS) were also frequently detected. In almost all cases ESBL and quinolone resistance genes were located on the same plasmid. Imported fresh culinary herbs from Southeast Asia are a potential source for contamination of food with multidrug resistant bacteria. Because these herbs are consumed without appropriate heating, transfer to human bacteria cannot be excluded. ",International journal of food microbiology,"['D000900', 'D001210', 'D002511', 'D024881', 'D018432', 'D004755', 'D005516', 'D005798', 'D010944', 'D010957', 'D015363']","['Anti-Bacterial Agents', 'Asia, Southeastern', 'Cephalosporins', 'Drug Resistance, Bacterial', 'Drug Resistance, Multiple', 'Enterobacteriaceae', 'Food Microbiology', 'Genes, Bacterial', 'Plants', 'Plasmids', 'Quinolones']",Enterobacteriaceae resistant to third-generation cephalosporins and quinolones in fresh culinary herbs imported from Southeast Asia.,"['Q000494', None, 'Q000494', 'Q000235', 'Q000235', 'Q000187', None, 'Q000235', 'Q000382', 'Q000235', 'Q000494']","['pharmacology', None, 'pharmacology', 'genetics', 'genetics', 'drug effects', None, 'genetics', 'microbiology', 'genetics', 'pharmacology']",https://www.ncbi.nlm.nih.gov/pubmed/24607424,2014,0,0,Multidrug resistant bacteria,basil,0.13043478260869565,"['PMQR', 'gyrA', 'SHV', 'qnrB', 'cefotaxime', 'CTX-M', 'quinolone', 'Klebsiella', 'qnrS', 'Enterobacteriaceae']",1,15
38,24444959,"Volatiles from infusions of lemon basil Ocimum citriodorum Vis were evaluated by SPME-GC/MS. Citral, linalool and estragole were the major constituents. Citral, the major contributor to the lemony flavour, was significantly higher in post-flowering (79%) and full-flowering (65%), it was reduced to 42% at pre-flowering. Linalool was consistent throughout the growth cycle (2-3%). Estragole was higher in pre-flowering representing 15% of the total volatiles present. Linalool levels dropped sharply during the full-flowering and post-flowering stages to 2% and 0.4%, respectively. Volatiles from different parts of lemon basil were evaluated to determine the parts that influence the flavour. The percentage composition of citral for leaves and flowers was 64.5% and 58% for the branches. Linalool was much higher in flowers (13%), followed by 11% in branches and 3% in leaves. The flavour attributes of lemon basil infusions can be improved by incorporating aerial branches and flowers in the tea. ",Food chemistry,"['D035264', 'D008401', 'D015394', 'D031339', 'D009812', 'D010936', 'D018515', 'D055549']","['Flowers', 'Gas Chromatography-Mass Spectrometry', 'Molecular Structure', 'Ocimum', 'Odorants', 'Plant Extracts', 'Plant Leaves', 'Volatile Organic Compounds']",The relationship between growth stages and aroma composition of lemon basil Ocimum citriodorum Vis.,"['Q000737', None, None, 'Q000737', 'Q000032', 'Q000737', 'Q000737', 'Q000737']","['chemistry', None, None, 'chemistry', 'analysis', 'chemistry', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/24444959,2014,0,1,Essential oil,basil,0.1875,"['estragole', 'Citral', 'Estragole', 'linalool', 'citral', 'Linalool']",1,9
39,24402854,"This study was conducted to estimate the level of heavy metals accumulate in vegetables irrigated with contaminated water compared with those irrigated with fresh water in Hamadan, west of Iran in 2012.",Journal of research in health sciences,"['D000328', 'D057914', 'D002104', 'D002857', 'D004435', 'D005506', 'D005618', 'D006801', 'D007223', 'D007492', 'D007854', 'D019216', 'D012989', 'D013054', 'D013383', 'D014675', 'D062065']","['Adult', 'Agricultural Irrigation', 'Cadmium', 'Chromium', 'Eating', 'Food Contamination', 'Fresh Water', 'Humans', 'Infant', 'Iran', 'Lead', 'Metals, Heavy', 'Soil Pollutants', 'Spectrophotometry, Atomic', 'Suburban Population', 'Vegetables', 'Waste Water']","Heavy metals concentration in vegetables irrigated with contaminated and fresh water and estimation of their daily intakes in suburb areas of Hamadan, Iran.","[None, 'Q000379', 'Q000008', 'Q000008', None, 'Q000032', None, None, None, None, 'Q000008', 'Q000008', 'Q000008', None, 'Q000706', 'Q000737', None]","[None, 'methods', 'administration & dosage', 'administration & dosage', None, 'analysis', None, None, None, None, 'administration & dosage', 'administration & dosage', 'administration & dosage', None, 'statistics & numerical data', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/24402854,2015,0,0,Heavy metals,basil,0.0,[],1,0
41,24043430,"Volatile organic compounds derived from non-host plants, Ocimum basilicum, Rosmarinus officinalis, Corymbia citriodora, and Ruta graveolens, can be used to mask host plant odors, and are repellent to the tea geometrid, Ectropis obliqua. Volatile compounds were collected by headspace absorption, and the components were identified and quantified by using gas chromatography/mass spectrometry. The responses of antennae of female E. obliqua to the compounds were evaluated with gas chromatography/electroantennography detection. Qualitative and quantitative differences were found among the four odor profiles. Consistent electroantennographic activity was obtained for eight of the volatiles from the four plants: β-myrcene, α-terpinene, γ-terpinene, linalool, cis-verbenol, camphor, α-terpineol, and verbenone. In a Y-tube bioassay, six chemicals, β-myrcene, γ-terpinene, (R)-(-)-linalool, (S)-(-)-cis-verbenol, (R)-(+)-camphor, and (S)-(-)-verbenone, were the main compounds responsible for repelling E. obliqua. An eight-component mixture including all of the bioactive compounds (in a ratio of 13:2:13:8:1:24:6:17) from R. officinalis was significantly more effective at repelling the moths than any single compound or a mixture of equal amounts of the eight compounds. Field results demonstrated that intercropping tea plants with R. officinalis effectively suppressed E. obliqua infestations in a tea plantation. Our findings suggests that odor blends of R. officinalis play a role in disturbing host orientation behavior, and in repelling E. obliqua adults, and that R. officinalis should be considered when developing ""push-pull"" strategies aimed at optimizing the control of E. obliqua with semiochemicals. ",Journal of chemical ecology,"['D000818', 'D001522', 'D028241', 'D005260', 'D007302', 'D007915', 'D008297', 'D009812', 'D055549']","['Animals', 'Behavior, Animal', 'Camellia sinensis', 'Female', 'Insect Repellents', 'Lepidoptera', 'Male', 'Odorants', 'Volatile Organic Compounds']","Identification and field evaluation of non-host volatiles disturbing host location by the tea geometrid, Ectropis obliqua.","[None, 'Q000187', None, None, 'Q000032', 'Q000187', None, 'Q000032', 'Q000032']","[None, 'drug effects', None, None, 'analysis', 'drug effects', None, 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/24043430,2014,0,0,Insects,basil,0.16049382716049382,"['Volatile organic', 'headspace', 'camphor', 'α-terpineol', '(S)-(-)-cis-verbenol', '(S)-(-)-verbenone', 'verbenone', 'Ocimum basilicum, Rosmarinus officinalis, Corymbia citriodora, and Ruta graveolens,', 'γ-terpinene', 'cis-verbenol', 'β-myrcene', 'linalool']",1,13
42,23606039,"The free amino acids profile of 192 samples of seven different floral types of Serbian honey (acacia, linden, sunflower, rape, basil, giant goldenrod, and buckwheat) from six different regions was analysed in order to distinguish honeys by their botanical origin.",Journal of the science of food and agriculture,"['D000045', 'D000596', 'D002851', 'D019612', 'D035264', 'D006368', 'D006722', 'D016014', 'D015999', 'D018649', 'D055771', 'D036624', 'D032384']","['Acacia', 'Amino Acids', 'Chromatography, High Pressure Liquid', 'Fagopyrum', 'Flowers', 'Helianthus', 'Honey', 'Linear Models', 'Multivariate Analysis', 'Ocimum basilicum', 'Serbia', 'Solidago', 'Tilia']",Amino acids profile of Serbian unifloral honeys.,"[None, 'Q000032', None, None, 'Q000737', None, 'Q000032', None, None, None, None, None, None]","[None, 'analysis', None, None, 'chemistry', None, 'analysis', None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/23606039,2014,0,0,Honey from basil,basil,0.06666666666666667,['amino acids'],1,1
43,23578628,"A new method for the detection of alternariol (AOH), alternariol monomethyl ether (AME), altenuene (ALT), tentoxin (TEN), and tenuazonic acid (TeA), five alternaria toxins (ATs) was developed by liquid chromatography-triple quadrupole mass spectrometry equipped with atmospheric pressure chemical ionisation (APCI). A single extraction was used to recover the five ATs by apple juices, beers, tomato sauces, olives and dried basil. Different Solid Phase Extractions (SPE) and clean-up were selected to optimise the purification step for each food matrix. Limits of detection and quantification were, respectively, in the range 0.16-12.31 and 0.54-41.04 ng g(-1). Recovery rates were generally above 70%, except for dried basil and olives. Thirty out of 70 samples analysed (7 apple juices, 14 beers and 9 tomato sauces) resulted positive to at least one alternaria toxin investigated. AOH was the most common AT (14 samples), followed by ALT (10 samples). The highest concentration of ATs was found in commercial apple juices (35.33 ng g(-1)).",Food chemistry,"['D000528', 'D002853', 'D005504', 'D005506', 'D013058', 'D009183']","['Alternaria', 'Chromatography, Liquid', 'Food Analysis', 'Food Contamination', 'Mass Spectrometry', 'Mycotoxins']",A new method for detection of five alternaria toxins in food matrices based on LC-APCI-MS.,"['Q000737', 'Q000379', None, 'Q000032', 'Q000379', 'Q000737']","['chemistry', 'methods', None, 'analysis', 'methods', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/23578628,2013,0,1,Essential oil,basil,0.13559322033898305,"['AOH', 'tenuazonic acid', 'alternariol monomethyl ether', 'SPE', 'AME', 'TeA', 'TEN']",1,8
44,23575125,"The antifungal activity of plant essential oils was evaluated as postharvest treatment on stone fruit against brown rot and grey mold rot of stone fruit caused by Monilinia laxa and Botrytis cinerea, respectively. The essential oils from basil (Ocimum basilicum), fennel (Foeniculum sativum), lavender (Lavandula officinalis), marjoram (Origanum majorana), oregano (Origanum vulgare), peppermint (Mentha piperita), rosemary (Rosmarinus officinalis), sage (Salvia officinalis), savory (Satureja montana), thyme (Thymus vulgaris), and wild mint (Mentha arvensis) were tested at two different concentrations on apricots (cv. Kyoto and cv. Tonda di Costigliole), nectarines (cv. Big Top and cv. Nectaross) and plums (cv. Italia and cv. TC Sun). The volatile composition of the essential oils tested was determined by gas chromatography-mass spectrometry analysis. The treatments containing essential oils from oregano, savory, and thyme at 1% (vol/vol) controlled both B. cinerea and M. laxa growing on apricots cv. Tonda di Costigliole and plums cv. Italia and cv. TC Sun; however, the same treatments were phytotoxic for the carposphere of nectarines cv. Big Top and cv. Nectaross. Treatments with 10% (vol/vol) essential oils were highly phytotoxic, notwithstanding their efficacy against the pathogens tested. The essential oils containing as major components α-pinene, p-cymene, carvacrol, and thymol showed similar results on stone fruit, so their antimicrobial activity and the phytotoxicity produced could be based on the concentration of their principal compounds and their synergistic activity. The efficacy of the essential oil treatments on control of fungal pathogens in postharvest depended on the fruit cultivar, the composition and concentration of the essential oil applied, and the length of storage.",Journal of food protection,"['D001203', 'D020171', 'D004305', 'D005506', 'D005516', 'D005519', 'D005638', 'D005658', 'D009822', 'D010572', 'D027861', 'D013045', 'D013997']","['Ascomycota', 'Botrytis', 'Dose-Response Relationship, Drug', 'Food Contamination', 'Food Microbiology', 'Food Preservation', 'Fruit', 'Fungi', 'Oils, Volatile', 'Pest Control, Biological', 'Prunus', 'Species Specificity', 'Time Factors']",Efficacy of plant essential oils on postharvest control of rots caused by fungi on different stone fruits in vivo.,"['Q000187', 'Q000187', None, 'Q000517', None, 'Q000379', 'Q000737', 'Q000187', 'Q000494', 'Q000379', 'Q000145', None, None]","['drug effects', 'drug effects', None, 'prevention & control', None, 'methods', 'chemistry', 'drug effects', 'pharmacology', 'methods', 'classification', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/23575125,2013,0,1,Essential oil,basil,0.16,"['Origanum majorana', 'oregano', 'Ocimum basilicum', 'α-pinene', 'rosemary', 'peppermint', 'B. cinerea', 'Mentha piperita', 'mint', 'carvacrol', 'thymol', 'p-cymene', 'fennel', 'Salvia officinalis), savory (Satureja montana), thyme (Thymus vulgaris', 'lavender']",1,16
45,23265452,"Polyphenolic profiles of 44 unifloral Serbian honeys were analyzed using ultra-high-performance liquid chromatography (UHPLC) coupled with hybrid mass spectrometer which combines the Linear Trap Quadrupole (LTQ) and OrbiTrap mass analyzer. Rapid UHPLC method was developed in combination with a high sensitivity accurate mass scan and a simultaneous data dependent scan. The honey samples were of different botanical origin: acacia (Robinia pseudoacacia), sunflower (Helianthus annuus), linden (Tilia cordata), basil (Ocimum basilicum), buckwheat (Fagopyrum esculentum), oilseed rape (Brassica napus), and goldenrod (Solidago virgaurea). The presence of 43 compounds, mainly flavonoids, was proven in all honey samples by their characteristic mass spectra and fragmentation pattern. Relatively high amounts of chrysin, pinocembrin and galangin were identified in all honey extracts. p-Coumaric acid was not detected in basil, buckwheat and goldenrod honey extracts. A larger amount of gallic acid (max value 1.45 mg/kg) was found in the sunflower honey, while a larger amount of apigenin (0.97 mg/kg) was determined in the buckwheat honey in comparison with other honeys. The samples were classified according to the botanical origin using pattern recognition technique, Principal Component Analysis (PCA). The LTQ OrbiTrap technique was proven to be reliable for the unambiguous detection of phenolic acids, their derivatives, and flavonoid aglycones based on their molecular masses and fragmentation pattern.",Food chemistry,"['D002851', 'D006722', 'D013058', 'D059808', 'D055771']","['Chromatography, High Pressure Liquid', 'Honey', 'Mass Spectrometry', 'Polyphenols', 'Serbia']",The determination of phenolic profiles of Serbian unifloral honeys using ultra-high-performance liquid chromatography/high resolution accurate mass spectrometry.,"['Q000379', 'Q000032', 'Q000379', 'Q000737', None]","['methods', 'analysis', 'methods', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/23265452,2013,0,0,Honey from basil,basil,0.2112676056338028,"['acacia (Robinia pseudoacacia', 'p-Coumaric acid', 'Ocimum basilicum', 'Tilia cordata', 'galangin', 'phenolic acids', 'flavonoids', 'pinocembrin', 'chrysin', 'apigenin', 'sunflower honey', 'Solidago virgaurea', 'gallic acid', 'flavonoid aglycones', 'sunflower']",1,15
46,23235794,"Currently, the antimicrobial resistance has developed in bacterial strains involved in the development of acne. Therefore, alternatives to antibiotic treatment have become necessary.",Biomedica : revista del Instituto Nacional de Salud,"['D019342', 'D000152', 'D000279', 'D000293', 'D000328', 'D000900', 'D002626', 'D002849', 'D032084', 'D003879', 'D004338', 'D005260', 'D005782', 'D006801', 'D006863', 'D007641', 'D008297', 'D018649', 'D009822', 'D008517', 'D010938', 'D011425', 'D016037', 'D013212', 'D055815']","['Acetic Acid', 'Acne Vulgaris', 'Administration, Cutaneous', 'Adolescent', 'Adult', 'Anti-Bacterial Agents', 'Chemistry, Pharmaceutical', 'Chromatography, Gas', 'Citrus sinensis', 'Dermatologic Agents', 'Drug Combinations', 'Female', 'Gels', 'Humans', 'Hydrogen-Ion Concentration', 'Keratolytic Agents', 'Male', 'Ocimum basilicum', 'Oils, Volatile', 'Phytotherapy', 'Plant Oils', 'Propionibacterium acnes', 'Single-Blind Method', 'Staphylococcus epidermidis', 'Young Adult']",[Effectiveness of antimicrobial formulations for acne based on orange (Citrus sinensis) and sweet basil (Ocimum basilicum L) essential oils].,"['Q000008', 'Q000188', None, None, None, 'Q000008', None, None, None, 'Q000737', None, None, None, None, None, 'Q000008', None, None, 'Q000008', None, 'Q000008', 'Q000187', None, 'Q000187', None]","['administration & dosage', 'drug therapy', None, None, None, 'administration & dosage', None, None, None, 'chemistry', None, None, None, None, None, 'administration & dosage', None, None, 'administration & dosage', None, 'administration & dosage', 'drug effects', None, 'drug effects', None]",https://www.ncbi.nlm.nih.gov/pubmed/23235794,2013,0,0,Antimicrobial activity against human acne,basil,0.0,[],1,0
47,23184958,"Lipophilic flavonoids found in the Lamiaceae exhibit unusual 6- and 8-hydroxylations whose enzymatic basis is unknown. We show that crude protein extracts from peltate trichomes of sweet basil (Ocimum basilicum L.) cultivars readily hydroxylate position 6 of 7-O-methylated apigenin but not apigenin itself. The responsible protein was identified as a P450 monooxygenase from the CYP82 family, a family not previously reported to be involved in flavonoid metabolism. This enzyme prefers flavones but also accepts flavanones in vitro and requires a 5-hydroxyl in addition to a 7-methoxyl residue on the substrate. A peppermint (Mentha × piperita L.) homolog displayed identical substrate requirements, suggesting that early 7-O-methylation of flavones might be common in the Lamiaceae. This hypothesis is further substantiated by the pioneering discovery of 2-oxoglutarate-dependent flavone demethylase activity in basil, which explains the accumulation of 7-O-demethylated flavone nevadensin.",The Journal of biological chemistry,"['D000595', 'D047310', 'D002851', 'D003577', 'D044950', 'D047309', 'D013058', 'D036142', 'D008969', 'D018649', 'D010802', 'D010936', 'D018515', 'D010940', 'D013379']","['Amino Acid Sequence', 'Apigenin', 'Chromatography, High Pressure Liquid', 'Cytochrome P-450 Enzyme System', 'Flavanones', 'Flavones', 'Mass Spectrometry', 'Mentha piperita', 'Molecular Sequence Data', 'Ocimum basilicum', 'Phylogeny', 'Plant Extracts', 'Plant Leaves', 'Plant Proteins', 'Substrate Specificity']",The roles of a flavone-6-hydroxylase and 7-O-demethylation in the flavone biosynthetic network of sweet basil.,"[None, 'Q000378', None, 'Q000737', 'Q000378', 'Q000378', None, 'Q000235', None, 'Q000235', None, 'Q000737', 'Q000737', 'Q000737', None]","[None, 'metabolism', None, 'chemistry', 'metabolism', 'metabolism', None, 'genetics', None, 'genetics', None, 'chemistry', 'chemistry', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/23184958,2013,0,0,Flavonoid metabolism,basil,0.2619047619047619,"['Lipophilic flavonoids', 'flavones', 'Ocimum basilicum L.', 'peppermint', 'flavanones', 'sweet basil', '5-hydroxyl', 'apigenin', 'flavone', '7-O-demethylated flavone nevadensin']",1,11
50,22417594,"In the current study, in vitro inhibitory activity of several essential oils obtained from the cultivated plants, Foeniculum vulgare, Mentha piperita and M. spicata, Ocimum basilicum, Origanum majorana, O. onites, O. vulgare, Satureja cuneifolia, and a number of individual essential oil components of terpene and aromatic types were screened against 10 isolated strains of Klebsiella pneumoniae producing extended-spectrum beta-lactamase (ESBL) enzyme, which makes this microorganism quite resistant against the antibiotics: trimetoprime-sulfametoksazol, sulbactam-ampicilin, clavulonate-amoxicilin, ceftriaxon, cefepime, imipenem, ceftazidime, tobramicine, gentamisine, ofloxacin, and ciprofloksasin. All of the essential oils and the components exerted a remarkable inhibition ranging between 32 and 64 μg/mL against all of these strains as strong as the references (ampicilin and oflaxocin) inhibiting at 32 μg/mL. Besides, chemical compositions of the essential oils were elucidated by gas chromatography-mass spectrometry (GC-MS). The essential oils and the pure components widely found in essential oils screened herein have shown remarkable inhibition against ESBL-producing K. pneumoniae strains, which leads to the suggestion that they may be used as food preservatives for this purpose. Practical Application:  The essential oils obtained from Foeniculum vulgare, Mentha piperita and M. spicata, O.cimum basilicum, Origanum majorana, O. onites, O. vulgare, and Satureja cuneifolia as well as common essential oil components have shown notable inhibitory effects against 10 isolated strains of Klebsiella pneumoniae producing extended-spectrum beta-lactamase (ESBL) enzyme and they might be used as food preservative or ingredient.",Journal of food science,"['D000900', 'D000077723', 'D002511', 'D024881', 'D005520', 'D008401', 'D015378', 'D007711', 'D019686', 'D036142', 'D008826', 'D018649', 'D015242', 'D009822', 'D031341', 'D010936', 'D031362', 'D065093', 'D001618']","['Anti-Bacterial Agents', 'Cefepime', 'Cephalosporins', 'Drug Resistance, Bacterial', 'Food Preservatives', 'Gas Chromatography-Mass Spectrometry', 'Imipenem', 'Klebsiella pneumoniae', 'Lamiaceae', 'Mentha piperita', 'Microbial Sensitivity Tests', 'Ocimum basilicum', 'Ofloxacin', 'Oils, Volatile', 'Origanum', 'Plant Extracts', 'Satureja', 'beta-Lactamase Inhibitors', 'beta-Lactamases']",Inhibitory effects of various essential oils and individual components against extended-spectrum beta-lactamase (ESBL) produced by Klebsiella pneumoniae and their chemical compositions.,"['Q000494', None, 'Q000494', 'Q000187', 'Q000494', 'Q000379', 'Q000494', 'Q000187', 'Q000737', 'Q000737', None, 'Q000737', 'Q000494', 'Q000378', 'Q000737', 'Q000737', 'Q000737', None, 'Q000378']","['pharmacology', None, 'pharmacology', 'drug effects', 'pharmacology', 'methods', 'pharmacology', 'drug effects', 'chemistry', 'chemistry', None, 'chemistry', 'pharmacology', 'metabolism', 'chemistry', 'chemistry', 'chemistry', None, 'metabolism']",https://www.ncbi.nlm.nih.gov/pubmed/22417594,2012,0,0,Antimicrobial activity,basil,0.1875,"['terpene', 'tobramicine', 'cefepime', 'ceftazidime', 'oflaxocin', 'extended-spectrum', 'gentamisine', 'ciprofloksasin', 'imipenem', 'Klebsiella', 'ofloxacin', 'ampicilin', 'trimetoprime-sulfametoksazol']",1,15
51,22223305,"Basil (Ocimum basilicum) is an important flavourant plant which constitutes the major ingredient of the pasta sauce 'Pesto alla Genovese'. The characteristic smell of basil stems mainly from a handful of terpenoids (methyl cinnamate, eucalyptol, linalool and estragole), the concentration of which varies according to basil cultivars. The simple and rapid analysis of the terpenoid constituents of basil would be useful as a means to optimise harvesting times and to act as a quality control process for basil-containing foodstuffs. Classical analytical techniques such as gas chromatography/mass spectrometry (GC/MS) are, however, slow, technically demanding and therefore less suitable for routine analysis. A new chemical ionisation technique which allows real-time quantification of traces gases, Selected Ion Flow Tube Mass Spectrometry (SIFT-MS), was therefore utilised to determine its usefulness for the assay of terpenoid concentrations in basil and pesto sauce headspace. Trace gas analysis was performed using the NO(+) precursor ion which minimised interference from other compounds. Character-impacting compound concentration was measured in basil headspace with good reproducibility and statistically significant differences were observed between cultivars. Quantification of linalool in pesto sauce headspace proved more difficult due to the presence of interfering compounds. This was resolved by careful selection of reaction product ions which allowed us to detect differences between various commercial brands of pesto. We conclude that SIFT-MS may be a valid tool for the fast and reproducible analysis of flavourant terpenoids in basil and basil-derived foodstuffs.",Rapid communications in mass spectrometry : RCM,"['D005504', 'D005740', 'D013058', 'D018649', 'D010936', 'D018515', 'D015203', 'D013729']","['Food Analysis', 'Gases', 'Mass Spectrometry', 'Ocimum basilicum', 'Plant Extracts', 'Plant Leaves', 'Reproducibility of Results', 'Terpenes']",Quantification of character-impacting compounds in Ocimum basilicum and 'Pesto alla Genovese' with selected ion flow tube mass spectrometry.,"[None, 'Q000737', 'Q000379', 'Q000737', 'Q000737', 'Q000737', None, 'Q000032']","[None, 'chemistry', 'methods', 'chemistry', 'chemistry', 'chemistry', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/22223305,2012,0,1,Terpenes,basil,0.0945945945945946,"['methyl cinnamate', 'estragole', 'eucalyptol', 'linalool', 'terpenoids']",1,7
