PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful
29958393,"Maternal diet during pregnancy is relevant for fatty acid supply during fetal life and lactation. Arachidonic (AA) and docosahexaenoic (DHA) acids are also relevant for the normal growth and development of brain and visual system. AA and DHA provided by the mother to the fetus and infant are directly associated with maternal dietary intake and body stores. Our aim was to evaluate the impact of maternal diet, specially referring to the quality of fatty acid intake, in a sample of Chilean women during last stage of pregnancy and across the lactation period. Fifty healthy pregnant women (age range 20⁻33 years) were studied from the 6th month of pregnancy and followed until 6th month of lactation period. Diet characteristics were evaluated through food frequency questionnaires. Fatty acids composition of erythrocyte phospholipids and breast milk samples was assessed by gas-liquid chromatography. Overall, women had high saturated fatty acids intake with sufficient intake of mono- and polyunsaturated fatty acids (PUFA). Diet was high in ",Nutrients,"['D000328', 'D016718', 'D002677', 'D002849', 'D002853', 'D004032', 'D004281', 'D002149', 'D004912', 'D005227', 'D005260', 'D006801', 'D007774', 'D039382', 'D008895', 'D015596', 'D009752', 'D009753', 'D011247', 'D055815']","['Adult', 'Arachidonic Acid', 'Chile', 'Chromatography, Gas', 'Chromatography, Liquid', 'Diet', 'Docosahexaenoic Acids', 'Energy Intake', 'Erythrocytes', 'Fatty Acids', 'Female', 'Humans', 'Lactation', 'Maternal Nutritional Physiological Phenomena', 'Milk, Human', 'Nutrition Assessment', 'Nutritional Status', 'Nutritive Value', 'Pregnancy', 'Young Adult']",The Impact of Maternal Diet during Pregnancy and Lactation on the Fatty Acid Composition of Erythrocytes and Breast Milk of Chilean Women.,"[None, 'Q000378', None, None, None, 'Q000009', 'Q000378', None, 'Q000378', 'Q000097', None, None, 'Q000097', None, 'Q000378', None, None, None, None, None]","[None, 'metabolism', None, None, None, 'adverse effects', 'metabolism', None, 'metabolism', 'blood', None, None, 'blood', None, 'metabolism', None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/29958393,2018,0
29950173,"2'-Fucosyllactose (2-FL), one of the most abundant oligosaccharides in human milk, has potential applications in foods due to its health benefits such as the selective promotion of bifidobacterial growth and the inhibition of pathogenic microbial binding to the human gut. Owing to the limited amounts of 2-FL in human milk, alternative microbial production of 2-FL is considered promising. To date, microbial production of 2-FL has been studied mostly in Escherichia coli. In this study, 2-FL was produced alternatively by using a yeast Saccharomyces cerevisiae, which may have advantages over E. coli.",Microbial cell factories,"['D061249', 'D005285', 'D005643', 'D005647', 'D006801', 'D007785', 'D013058', 'D060847', 'D008895', 'D009844', 'D006005', 'D012441', 'D014312']","['Batch Cell Culture Techniques', 'Fermentation', 'Fucose', 'Fucosyltransferases', 'Humans', 'Lactose', 'Mass Spectrometry', 'Metabolic Engineering', 'Milk, Human', 'Oligosaccharides', 'Phosphorylases', 'Saccharomyces cerevisiae', 'Trisaccharides']",Production of a human milk oligosaccharide 2'-fucosyllactose by metabolically engineered Saccharomyces cerevisiae.,"[None, None, 'Q000378', 'Q000378', None, 'Q000378', None, None, 'Q000737', 'Q000096', 'Q000378', 'Q000235', 'Q000096']","[None, None, 'metabolism', 'metabolism', None, 'metabolism', None, None, 'chemistry', 'biosynthesis', 'metabolism', 'genetics', 'biosynthesis']",https://www.ncbi.nlm.nih.gov/pubmed/29950173,2019,0
29936375,"Levels of essential metals in human breast milk (HBM) have been determined by different analytical techniques, but there is few woks about human whey milk fractions. However, the current trend lies in metalloproteomic and identification of different metalloproteins. In this sense, native separative techniques (N-PAGE and SEC) coupled to ICP-MS provide us with valuable information. Besides it is necessary the development of new methodologies in order to determine with accuracy and precision the profile of such metals and metalloproteins in the different whey protein fractions of HBM. Thus, the aim of this work was to develop a new method for metals and metalloproteins determination by SEC-ICP-MS in whey protein fractions of HBM. Human whey fractions were obtained of HBM samples by ultracentrifugation. Then, protein fractions of whey milk were separated by SEC coupled to ICP-MS for metalloproteins and Mn, Co, Cu and Se quantification. Besides, protein profile of whey milk was determined by N-PAGE and computer assisted image analysis. SEC-ICP-MS results indicated that first and second protein fractions showed detectable levels of the Mn, Co, Cu, and Se. Protein profile determined by N-PAGE and image analysis showed that molecular weight of protein fractions ranged between 68,878-1,228.277 Da. In this work, metalloproteins were analyzed by SEC coupled to ICP-MS, with adequate sensitivity and accuracy. Our study has shown the presence of Mn, Co, Cu and Se bound to two protein fractions in whey milk of HBM. Metals levels analyzed were within the ranges reported in the literature.",Journal of pharmaceutical and biomedical analysis,"['D000328', 'D002850', 'D005240', 'D005260', 'D006801', 'D007091', 'D013058', 'D008667', 'D008670', 'D018977', 'D008895', 'D063347', 'D012680', 'D000067816']","['Adult', 'Chromatography, Gel', 'Feasibility Studies', 'Female', 'Humans', 'Image Processing, Computer-Assisted', 'Mass Spectrometry', 'Metalloproteins', 'Metals', 'Micronutrients', 'Milk, Human', 'Native Polyacrylamide Gel Electrophoresis', 'Sensitivity and Specificity', 'Whey Proteins']",Novel method for metalloproteins determination in human breast milk by size exclusion chromatography coupled to inductively coupled plasma mass spectrometry.,"[None, 'Q000295', None, None, None, None, 'Q000295', 'Q000032', 'Q000032', 'Q000032', 'Q000737', 'Q000295', None, 'Q000032']","[None, 'instrumentation', None, None, None, None, 'instrumentation', 'analysis', 'analysis', 'analysis', 'chemistry', 'instrumentation', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/29936375,2018,0
29887559,"The standard addition method (SAM) based on gravimetric sample preparation was investigated as an approach for the removal or cancelling of matrix effects in measurements by inductively coupled plasma mass spectrometry (ICP-MS). Deduction of the equations and experimental confirmation of the method are both given in the present work. After measuring both spiked and non-spiked samples by ICP-MS, the concentration of an element could be calculated based on the signal intensity ratio to an internal standard. A practical example was provided for the measurement of Fe in a certified reference material (CRM), i.e. NMIJ CRM 7512-a (milk powder). The validity of the method had been confirmed by the results of international comparisons with various kinds of matrix, including bioethanol, human serum, biodiesel fuel, drinking water, infant formula milk power, and seafood. The suggested method had been applied to measurements of multiple elements in three CRMs, including tap water, milk powder, and tea leave powder, respectively.",Analytical sciences : the international journal of the Japan Society for Analytical Chemistry,"['D043302', 'D005506', 'D007501', 'D013058', 'D058626', 'D012015', 'D013662', 'D035501', 'D014867']","['Cultured Milk Products', 'Food Contamination', 'Iron', 'Mass Spectrometry', 'Plasma Gases', 'Reference Standards', 'Tea', 'Uncertainty', 'Water']",Applications and Uncertainty Estimation of Single Level Standard Addition Method ICP-MS for Elemental Analysis in Various Matrix.,"['Q000032', 'Q000032', 'Q000032', 'Q000379', 'Q000737', None, 'Q000737', None, 'Q000737']","['analysis', 'analysis', 'analysis', 'methods', 'chemistry', None, 'chemistry', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/29887559,2018,0
29799744,"Oligosaccharides are known to affect the health of infants. The analysis of these complex molecules in (human) milk samples requires state-of-the-art techniques. This study analyzed the composition and concentration of oligosaccharides in early (day 3) and mature (day 42) human milk as well as in five different infant formula brands. The oligosaccharide content decreased in human milk from 9.15 ± 0.25 g/L at day 3 to 6.38 ± 0.29 g/L at day 42 of lactation. All formulas resulted to be fortified with galacto-oligosaccharides, with one also fortified with polydextrose and another with long-chain fructo-oligosaccharides. About 130 unique oligosaccharide structures were identified in the human milk samples, whereas infant formula contained less diversity of structures. The comparisons indicated that composition and abundance of oligosaccharides unique to human milk are not yet reproduced in infant formulas. The analytical workflow developed is suitable for the determination of prebiotic oligosaccharides in foods that contain diverse carbohydrate structures.",Journal of agricultural and food chemistry,"['D002851', 'D005260', 'D005526', 'D006801', 'D041943', 'D013058', 'D008895', 'D009844']","['Chromatography, High Pressure Liquid', 'Female', 'Food, Formulated', 'Humans', 'Infant Formula', 'Mass Spectrometry', 'Milk, Human', 'Oligosaccharides']",Characterization and Quantification of Oligosaccharides in Human Milk and Infant Formula.,"[None, None, 'Q000032', None, 'Q000737', None, 'Q000737', 'Q000032']","[None, None, 'analysis', None, 'chemistry', None, 'chemistry', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/29799744,2018,0
29785912,"The hypothesis of this research paper was that the physicochemical conditions in a low-pH, high-moisture white brined cheese such as Feta would make para-κ-casein vulnerable to residual chymosin activity during ripening and storage. It was important to address this hypothesis, since cheese para-κ-casein could theoretically be used for the assessment of the origin of cheese milk by means of various analytical methods. Feta cheese was manufactured from sheep milk and from four different mixtures of sheep and goat milk in triplicate. The para-κ-casein of Feta samples taken during 120 d of ripening and storage was estimated by means of cation-exchange HPLC and proteolysis was determined in terms of free amino groups. Despite their similarity, sheep and goat para-κ-casein were efficiently separated and the changes of their chromatographic areas indicated that hydrolysis took place during the first stage of ripening. In accordance to the evolution of free amino groups, para-κ-caseins remained stable thereafter. The hydrolysis pattern was not affected by the composition of the cheese milk mixture and after 120 d at least two thirds of the initial quantity remained intact. Considering the efficient separation of sheep and goat para-κ-caseins and their stability during Feta storage, the same method was used for the evaluation of the percentage of goat milk in the cheese milk. The actual and the estimated percentage of goat milk within the range 0-40 were strongly correlated (R = 0·997, n = 60) and the standard error of estimation was 0·914.",The Journal of dairy research,"['D000818', 'D002364', 'D002611', 'D055598', 'D002851', 'D005511', 'D006041', 'D006863', 'D006868', 'D008892', 'D012756', 'D014867']","['Animals', 'Caseins', 'Cheese', 'Chemical Phenomena', 'Chromatography, High Pressure Liquid', 'Food Handling', 'Goats', 'Hydrogen-Ion Concentration', 'Hydrolysis', 'Milk', 'Sheep', 'Water']","Para-κ-casein during the ripening and storage of low-pH, high-moisture Feta cheese.","[None, 'Q000032', 'Q000032', None, None, 'Q000379', None, None, None, 'Q000737', None, 'Q000032']","[None, 'analysis', 'analysis', None, None, 'methods', None, None, None, 'chemistry', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/29785912,2018,0
29765403,"Although human brains continue developing throughout the underage developmental stages, the infancy period is considered the most important one for the whole life. It has been reported that sialic acid from edible bird's nest (EBN) can facilitate the development of brain and intelligence. In this study, by oral administration of EBN to female mice during the pregnancy or lactation period, the effects of EBN on the levels of sialic acid in mouse milk were determined using high-performance liquid chromatography (HPLC). Furthermore, the spatial learning performances of their offspring were assessed using the Morris water maze test. Additionally, cerebral malondialdehyde (MDA), superoxide dismutase (SOD), choline acetyltransferase (ChAT), and acetylcholinesterase (AChE) in cubs nursed by the female mice given the EBN homogenate were examined, while BDNF immunohistochemical staining and neuron count in hippocampi were investigated as well. These results showed that administration with EBN in maternal mice during pregnancy or lactation period can improve the learning and memory functions in their offspring, possibly by increasing the activities of SOD and ChAT and, at the meantime, decreasing the levels of MDA and activities of AChE. Moreover, BDNF levels for CA1, CA2, and CA3 regions in hippocampi and the numbers of dyed neurons in CA1, CA2, CA3, and DG regions among the offspring were significantly enhanced due to the intake of EBN by the maternal mice. We concluded that maternal administration of EBN during the pregnancy and lactation periods can improve the spatial learning performances in the offspring.",Neural plasticity,"['D000818', 'D000833', 'D001717', 'D001921', 'D005260', 'D007774', 'D007858', 'D008516', 'D008568', 'D008813', 'D008892', 'D019158', 'D009474', 'D011247', 'D012463']","['Animals', 'Animals, Suckling', 'Birds', 'Brain', 'Female', 'Lactation', 'Learning', 'Medicine, Chinese Traditional', 'Memory', 'Mice, Inbred ICR', 'Milk', 'N-Acetylneuraminic Acid', 'Neurons', 'Pregnancy', 'Saliva']",Effect of Maternal Administration of Edible Bird's Nest on the Learning and Memory Abilities of Suckling Offspring in Mice.,"[None, 'Q000378', None, 'Q000378', None, None, None, None, None, None, 'Q000737', 'Q000378', 'Q000378', None, 'Q000737']","[None, 'metabolism', None, 'metabolism', None, None, None, None, None, None, 'chemistry', 'metabolism', 'metabolism', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/29765403,2018,0
29756217,"Breast cancer (BC) remains a major cause of mortality, and early detection is considered important for reducing BC-associated deaths. Early detection of BC is challenging in young women, due to the limitations of mammography on the dense breast tissue of young women. We recently reported results of a pilot proteomics study, using one-dimensional polyacrylamide gel electrophoresis (1D-PAGE) and mass spectrometry (MS) to investigate differences in milk proteins from women with and without BC. Here, we applied two-dimensional polyacrylamide gel electrophoresis (2D-PAGE) and MS to compare the protein pattern in milk from the breasts of a single woman who was diagnosed with BC in one breast 24 months after donating her milk. Statistically different gel spots were picked for protein digestion followed by nanoliquid chromatography tandem MS (nanoLC-MS/MS) analysis. The upregulated proteins in BC versus control are alpha-amylase, gelsolin isoform a precursor, alpha-2-glycoprotein 1 zinc isoform CRA_b partial, apoptosis-inducing factor 2 and vitronectin. Several proteins were downregulated in the milk of the breast later diagnosed with cancer as compared to the milk from the healthy breast, including different isoforms of albumin, cholesterol esterase, different isoforms of lactoferrin, different proteins from the casein family and different isoforms of lysozyme. Results warrant further studies to determine the usefulness of these milk proteins for assessing risk and detecting occult disease. MS data is available via ProteomeXchange with identifier PXD009860.",Electrophoresis,[],[],Comparative two-dimensional polyacrylamide gel electrophoresis (2D-PAGE) of human milk to identify dysregulated proteins in breast cancer.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/29756217,2019,0
29753473,"In the human intestine, lipids are absorbed as sn-2 monoglycerides (sn-2, also named β-position), produced mainly by pancreatic lipases, which hydrolysate the triglyceride molecule in positions 1 and 3 (sn-1,3, α-position). The fatty acids esterified in sn-2 are thus preferentially absorbed, which means that the bioavailability of a single fatty acid is affected by its position on the triglyceride. This experiment is carried out with the milk used to make cheese applied in a study with 42 human volunteers. In that study the authors detected an improvement in the blood lipid profile. The aim of the present study was to examine the effectiveness of this kind of cheese in improving human health by studying how linseed supplementation affects the milk fatty acid composition of the 3 different triglyceride positions and thus the fatty acid bioavailability. The sn-2 were obtained by reacting total milk lipids with swine pancreatic lipase. The milk came from 24 sheep fed a control diet and 24 sheep fed a diet containing 200 g of extruded linseed per day. The sn-2 were separated by thin-layer chromatography. The fatty acid composition of total lipids and sn-2 was obtained by a gas chromatography-flame ionization detector apparatus equipped with a high polar 100 m length capillary column. The bioavailability of the fatty acids was evaluated by a putative preferential intestinal absorption index (PPIAi), where PPIAi <0 indicated a disadvantageous nutritional condition and PPIAi >0 indicated a preferential intestinal absorption. With regard to the fatty acid composition of triglycerides, the linseed group showed a significantly higher content of both linolenic acid and rumenic acid compared with the control. As a consequence of linseed supplementation, the linolenic and rumenic acid content esterified in the β-position increased greatly. This was highlighted by the PPIAi. The results of the present study suggest that the linolenic acid and conjugated linoleic acid affinity for lyso-phosphatidic acid acyl-transferase increased with its tissue availability.",Journal of dairy science,"['D000818', 'D019587', 'D005227', 'D019597', 'D008043', 'D008049', 'D008892', 'D012756', 'D014280']","['Animals', 'Dietary Supplements', 'Fatty Acids', 'Flax', 'Linseed Oil', 'Lipase', 'Milk', 'Sheep', 'Triglycerides']",Dietary linseed supplementation affects the fatty acid composition of the sn-2 position of triglycerides in sheep milk.,"[None, None, 'Q000032', None, 'Q000378', 'Q000378', 'Q000737', None, 'Q000737']","[None, None, 'analysis', None, 'metabolism', 'metabolism', 'chemistry', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/29753473,2019,0
29751922,"A novel fluorescent probe 3'-hydroxy-3-oxo-3H-spiro [isobenzofuran-1,9'-xanthene]-6'-yl-2,4-dinitrobenzenesulfonate (probe 1) was designed and synthesized as a visual sensor for the detection of cysteine levels in milk and water samples. The addition of cysteine to the solution of probe 1 resulted in an increase in fluorescence intensity and color change, from light yellow to yellow-green. The distinct color response indicated that probe 1 could be used as a visual sensor for cysteine. Cysteine can be detected quantitatively at concentrations between 0 and 400 μM and the detection limit of the fluorescence response to the probe was 6.5 μM. This suggests that probe 1 could be used as a signaling tool to determine the cysteine levels in samples, such as milk and water.",Food chemistry,"['D000818', 'D003116', 'D003545', 'D060766', 'D005453', 'D005456', 'D005504', 'D057230', 'D008892', 'D013050', 'D014867']","['Animals', 'Color', 'Cysteine', 'Drinking Water', 'Fluorescence', 'Fluorescent Dyes', 'Food Analysis', 'Limit of Detection', 'Milk', 'Spectrometry, Fluorescence', 'Water']",A novel reaction-based fluorescent probe for the detection of cysteine in milk and water samples.,"[None, None, 'Q000032', 'Q000032', None, 'Q000737', 'Q000379', None, 'Q000737', 'Q000379', 'Q000032']","[None, None, 'analysis', 'analysis', None, 'chemistry', 'methods', None, 'chemistry', 'methods', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/29751922,2018,0
29730930,"Glycosidically bound, but not free, dietary sialic acids are used for the biosynthesis of new glycoconjugates in humans, making the quantitation of these two forms in infant food sources important, as in neonates the demand for sialic acid may exceed the de novo biosynthetic supply. Here, a rapid high-performance liquid chromatography-mass spectrometry method was developed to identify and quantitate glycosidically bound and free sialic acids in infant formulas. The sialic acid contents of eight commercially available infant formulas with varying protein source or manufacturer were investigated. The formula protein sources (whey vs casein) did not have a large impact on the ratios of free to bound sialic acids, nor did protein hydrolysis or sample form (solid vs liquid). Hydrolyzed bovine whey protein-based formulas were found to contain the highest amount of the most abundant human sialic acid, 5- N-acetylneuraminic acid (Neu5Ac). O-Acetylated Neu5Ac was quantified in all formulas tested and, for the first time, 2-keto-3-deoxy-d-glycero-d-galacto-nononic acid (Kdn) was detected in several infant formulas.",Journal of agricultural and food chemistry,"['D000818', 'D002417', 'D002851', 'D041943', 'D012794', 'D053719', 'D000067816']","['Animals', 'Cattle', 'Chromatography, High Pressure Liquid', 'Infant Formula', 'Sialic Acids', 'Tandem Mass Spectrometry', 'Whey Proteins']",Quantitation of Sialic Acids in Infant Formulas by Liquid Chromatography-Mass Spectrometry: An Assessment of Different Protein Sources and Discovery of New Analogues.,"[None, None, 'Q000379', 'Q000737', 'Q000737', 'Q000379', 'Q000737']","[None, None, 'methods', 'chemistry', 'chemistry', 'methods', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/29730930,2018,0
29729920,"Staphylococcus aureus is an opportunistic pathogen affecting both human and animal species. An effective vaccine to prevent S. aureus bovine disease and transmission would have positive effects on animal well-being, food production, and human health. The objective of this study was to identify multiple antigens that are immunoreactive during udder colonization and disease for exploration as vaccine antigens to prevent bovine mastitis. Staphylococcus aureus produces several cell wall-anchored and surface-associated virulence factors that play key roles in the pathogenesis of mastitis. Many of these proteins are conserved between different strains of S. aureus and represent promising vaccine candidates. We used an immunoproteomics approach to identify antigenic proteins from the surface of S. aureus. The expression of cell wall and surface proteins from S. aureus was induced under low iron conditions, followed by trypsin extraction and separation by 2-dimensional electrophoresis. The separated proteins were blotted with antibodies from mastitic bovine milk and identified by liquid chromatography-mass spectrometry. Thirty-eight unique proteins were identified, of which 8 were predicted to be surface exposed and involved in S. aureus virulence. Two surface proteins, iron-regulated surface determinant protein C (IsdC) and ESAT-6 secretion system extracellular protein (EsxA), were cloned, expressed, and purified from Escherichia coli for confirmation of immune reactivity by ELISA. A PCR of 37 bovine S. aureus isolates indicated that the presence of esxA and isdC is conserved, and amino acid alignments revealed that IsdC and EsxA sequences are highly conserved. The immunoproteomics technique used in this study generated reproducible results and identified surface exposed and reactive antigens for further characterization.",Journal of dairy science,"['D000818', 'D000942', 'D002417', 'D005260', 'D008414', 'D008892', 'D013203', 'D013211', 'D014611']","['Animals', 'Antigens, Bacterial', 'Cattle', 'Female', 'Mastitis, Bovine', 'Milk', 'Staphylococcal Infections', 'Staphylococcus aureus', 'Vaccination']",Immunoproteomics to identify Staphylococcus aureus antigens expressed in bovine milk during mastitis.,"[None, 'Q000276', None, None, 'Q000382', None, 'Q000662', 'Q000276', 'Q000662']","[None, 'immunology', None, None, 'microbiology', None, 'veterinary', 'immunology', 'veterinary']",https://www.ncbi.nlm.nih.gov/pubmed/29729920,2019,0
29606452,"In this study, we developed a quadruplex gold immunochromatogaraphic assay (GICA) for the simultaneous determination of four families of antibiotics including β-lactams, tetracyclines, streptomycin and chloramphenicol in milk. For qualitative analysis, the visual cut-off values were measured to be 2-100 ng/mL, 16-32 ng/mL, 50 ng/mL and 2.4 ng/mL for β-lactams, tetracyclines, streptomycin and chloramphenicol, respectively. For quantitative analysis, the detection ranges were 0.13-1 ng/mL for penicillin G, 0.13-8 ng/mL for tetracycline, 0.78-25 ng/mL for streptomycin, 0.019-1.2 ng/mL for chloramphenicol in milk respectively, with linear correlation coefficients higher than 0.97. The spiked experiment indicated that the mean recoveries ranged from 84.5% to 107.6% with coefficient of variations less than 16.2%, and real sample analysis revealed that the GICA can produce consistent results with instrumental analysis. These results demonstrated that this novel immunoassay is a promising approach for rapidly screening common antibiotic residues in milk.",Food chemistry,"['D000818', 'D000900', 'D002846', 'D004350', 'D005506', 'D006046', 'D057230', 'D008892']","['Animals', 'Anti-Bacterial Agents', 'Chromatography, Affinity', 'Drug Residues', 'Food Contamination', 'Gold', 'Limit of Detection', 'Milk']",Quadruplex gold immunochromatogaraphic assay for four families of antibiotic residues in milk.,"[None, 'Q000032', 'Q000379', 'Q000032', 'Q000032', 'Q000737', None, 'Q000737']","[None, 'analysis', 'methods', 'analysis', 'analysis', 'chemistry', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/29606452,2018,0
29604616,"Information on drug transfer into the breast milk is essential to protect the infant from undesirable adverse effects of maternal consumption of drugs and to allow effective pharmacological treatment of breastfeeding mothers. Metronidazole and fluconazole are two drugs frequently used in nursing women to treat various infections, thus questioning infant's safety due to drug exposure through breast milk. In this article a porous graphitized carbon LC/ESI-MS assay was developed for the quantitation of metronidazole and fluconazole in breast milk and human plasma. The assay was based on the use of 150 μL of biological samples, following acetonitrile precipitation of proteins and filtration that enabled injection into the LC/ESI-MS system. All analytes and the internal standard, ropinirole, were separated by using a porous graphitized carbon analytical column (150 × 2.1 mm i.d., particle size 5 μm) with isocratic elution. The mobile phase consists of 55% acetonitrile in water acidified with 0.1% concentrated formic acid and pumped at a flow rate of 0.25 mL min","Journal of chromatography. B, Analytical technologies in the biomedical and life sciences","['D000097', 'D002853', 'D005260', 'D015725', 'D006108', 'D006801', 'D057230', 'D016014', 'D008297', 'D008795', 'D008895', 'D015203', 'D021241']","['Acetonitriles', 'Chromatography, Liquid', 'Female', 'Fluconazole', 'Graphite', 'Humans', 'Limit of Detection', 'Linear Models', 'Male', 'Metronidazole', 'Milk, Human', 'Reproducibility of Results', 'Spectrometry, Mass, Electrospray Ionization']",A porous graphitized carbon LC-ESI/MS method for the quantitation of metronidazole and fluconazole in breast milk and human plasma.,"[None, 'Q000379', None, 'Q000032', 'Q000737', None, None, None, None, 'Q000032', 'Q000737', None, 'Q000379']","[None, 'methods', None, 'analysis', 'chemistry', None, None, None, None, 'analysis', 'chemistry', None, 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/29604616,2018,0
29558412,"Choline has critical roles during periods of rapid growth and development, such as infancy. In human milk, choline is mostly present in water-soluble forms (free choline, phosphocholine, and glycerophosphocholine). It is thought that milk choline concentration is influenced by maternal choline intake, and the richest food sources for choline are of animal origin. Scarce information exists on milk choline from countries differing in animal-source food availability. In this secondary analysis of samples from previous trials, the concentrations of the water-soluble forms of choline were quantified by liquid chromatography-tandem mass spectrometry in mature milk samples collected from lactating women in Canada (",Nutrients,"['D000293', 'D000328', 'D002160', 'D002170', 'D002794', 'D002853', 'D003430', 'D005260', 'D006801', 'D007223', 'D007227', 'D007231', 'D007774', 'D008875', 'D008895', 'D009752', 'D016032', 'D064167', 'D012995', 'D012997', 'D053719', 'D014867', 'D055815']","['Adolescent', 'Adult', 'Cambodia', 'Canada', 'Choline', 'Chromatography, Liquid', 'Cross-Sectional Studies', 'Female', 'Humans', 'Infant', 'Infant Nutritional Physiological Phenomena', 'Infant, Newborn', 'Lactation', 'Middle Aged', 'Milk, Human', 'Nutritional Status', 'Randomized Controlled Trials as Topic', 'Recommended Dietary Allowances', 'Solubility', 'Solvents', 'Tandem Mass Spectrometry', 'Water', 'Young Adult']",Concentrations of Water-Soluble Forms of Choline in Human Milk from Lactating Women in Canada and Cambodia.,"[None, None, None, None, 'Q000032', None, None, None, None, None, None, None, None, None, 'Q000737', None, None, None, None, 'Q000737', None, 'Q000737', None]","[None, None, None, None, 'analysis', None, None, None, None, None, None, None, None, None, 'chemistry', None, None, None, None, 'chemistry', None, 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/29558412,2018,0
29536151,"Our daily food intake provides the nutrients to maintain health. However, in addition to the nutritional values, food can promote health and be beneficial in preventing diseases. Human milk is a unique food source that contains essential nutrients in the right balance and other bioactive factors that make it the ideal food for all healthy term infants. Human milk oligosaccharides (HMOs) play an important role in health, at several levels: acting as prebiotics promoting the growth of beneficial bacterial strains, preventing the growth of pathogenic bacteria in the intestine, and modulating the immune response against bacterial infections. However, despite their biological relevance and the advances made in the analytical field, very few studies have been carried out to better understand HMOs bioactivity mechanisms or to examine human metabolic response to dietary supplementation. This review describes the state-of-the-art of glycomics strategies, recent analytical methods, and future trends for the identification and discovery of bioactive sugars, the known mechanisms of action, and discusses findings of some recent human intervention trials.",Analytical and bioanalytical chemistry,"['D002845', 'D000069196', 'D054794', 'D006801', 'D007109', 'D007223', 'D007231', 'D013058', 'D008895', 'D009844']","['Chromatography', 'Gastrointestinal Microbiome', 'Glycomics', 'Humans', 'Immunity', 'Infant', 'Infant, Newborn', 'Mass Spectrometry', 'Milk, Human', 'Oligosaccharides']",Advanced analytical strategies for measuring free bioactive milk sugars: from composition and concentrations to human metabolic response.,"['Q000379', None, 'Q000379', None, None, None, None, 'Q000379', 'Q000737', 'Q000032']","['methods', None, 'methods', None, None, None, None, 'methods', 'chemistry', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/29536151,2018,0
29534461,"To assess the risk of mycotoxin exposure (aflatoxin M1, ochratoxin A, and zearalenone) in celiac disease (CD) breastfeeding mothers and healthy control mothers, as well as in their offspring, by quantifying these contaminants in breast milk.",Nutrients,"['D053000', 'D001942', 'D002274', 'D002446', 'D002851', 'D015331', 'D015930', 'D055050', 'D000074341', 'D002523', 'D005260', 'D005506', 'D005513', 'D006801', 'D007223', 'D007231', 'D007558', 'D057230', 'D018811', 'D039382', 'D008875', 'D008895', 'D009183', 'D013050']","['Analytic Sample Preparation Methods', 'Breast Feeding', 'Carcinogens, Environmental', 'Celiac Disease', 'Chromatography, High Pressure Liquid', 'Cohort Studies', 'Diet Records', 'Diet, Gluten-Free', 'Dietary Exposure', 'Edible Grain', 'Female', 'Food Contamination', 'Food Inspection', 'Humans', 'Infant', 'Infant, Newborn', 'Italy', 'Limit of Detection', 'Maternal Exposure', 'Maternal Nutritional Physiological Phenomena', 'Middle Aged', 'Milk, Human', 'Mycotoxins', 'Spectrometry, Fluorescence']",Assessment of Mycotoxin Exposure in Breastfeeding Mothers with Celiac Disease.,"[None, 'Q000009', 'Q000032', 'Q000178', None, None, None, 'Q000009', 'Q000009', 'Q000009', None, None, 'Q000379', None, None, None, None, None, 'Q000009', None, None, 'Q000737', 'Q000032', None]","[None, 'adverse effects', 'analysis', 'diet therapy', None, None, None, 'adverse effects', 'adverse effects', 'adverse effects', None, None, 'methods', None, None, None, None, None, 'adverse effects', None, None, 'chemistry', 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/29534461,2018,0
