PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,source,measmethod
18947973.0,It is important to understand the difference and similarity in antioxidant capacity and aroma quality between formula and breast milk for purposes of modifying infant formulas. We evaluated the antioxidant properties and aroma quality of infant formula and breast milk.,"Nutrition (Burbank, Los Angeles County, Calif.)","['D000975', 'D001713', 'D016166', 'D006801', 'D007223', 'D041943', 'D008895', 'D009753', 'D009812', 'D010636', 'D010851', 'D017382']","['Antioxidants', 'Biphenyl Compounds', 'Free Radical Scavengers', 'Humans', 'Infant', 'Infant Formula', 'Milk, Human', 'Nutritive Value', 'Odorants', 'Phenols', 'Picrates', 'Reactive Oxygen Species']",Evaluation of antioxidant capacity and aroma quality of breast milk.,"['Q000032', None, 'Q000378', None, None, 'Q000737', 'Q000737', None, 'Q000032', 'Q000378', None, 'Q000737']","['analysis', None, 'metabolism', None, None, 'chemistry', 'chemistry', None, 'analysis', 'metabolism', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/18947973,2009,1.0,Wende_09,[]
16306212.0,"Specific defense factors in breast milk together with length of breast-feeding and genetic predisposition may modulate the development of allergy. We studied whether IgA, soluble CD14 (sCD14), or transforming growth factor (TGF)-beta in colostrum could affect the development of atopy in children up to age 4. From a cohort of 4676, we selected four groups of children with either long or short exclusive breast-feeding (>3.5 or <0.5 mo); these groups further differed in the presence or absence of atopic heredity. In colostrum from mothers, we measured total IgA, IgA antibodies to cow's milk (CM) and casein, sCD14, and TGF-beta1 and -beta2. The children were divided into three groups: those with no atopic symptoms or IgE, those with allergic symptoms, and those with both outcomes. Mothers of infants later showing atopic symptoms or, in addition, having IgE sensitization (verified atopy) had a lower concentration of IgA casein antibodies in their colostrum than did mothers of infants with no indication of atopy at age 4. Low concentration of IgA casein antibodies was a significant risk for verified atopy. sCD14 levels were lower in colostrum of mothers with infants developing atopic symptoms and IgE sensitization than of those of infants with no atopy. Specific IgA antibodies to CM antigens and sCD14 in colostrum significantly associated with the appearance of both symptomatic and verified atopy by age 4.",Pediatric research,"['D000818', 'D000906', 'D002364', 'D002675', 'D015331', 'D003126', 'D005260', 'D006801', 'D006969', 'D007070', 'D018950', 'D008297', 'D008892', 'D016212', 'D053773', 'D053781']","['Animals', 'Antibodies', 'Caseins', 'Child, Preschool', 'Cohort Studies', 'Colostrum', 'Female', 'Humans', 'Hypersensitivity, Immediate', 'Immunoglobulin A', 'Lipopolysaccharide Receptors', 'Male', 'Milk', 'Transforming Growth Factor beta', 'Transforming Growth Factor beta1', 'Transforming Growth Factor beta2']","IgA antibodies, TGF-beta1 and -beta2, and soluble CD14 in the colostrum and development of atopy by age 4.","[None, 'Q000032', 'Q000276', None, None, 'Q000276', None, None, 'Q000209', 'Q000032', 'Q000032', None, 'Q000276', 'Q000032', None, None]","[None, 'analysis', 'immunology', None, None, 'immunology', None, None, 'etiology', 'analysis', 'analysis', None, 'immunology', 'analysis', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/16306212,2006,1.0,Savilahti_05,"['QHTAI', 'ELISA']"
29978378.0,"In this study, we investigated the absorption and excretion kinetics of antioxidant dietary phytochemicals (vitamin E, γ-oryzanol, and ferulic acid) in healthy humans after the ingestion of an oatmeal porridge supplemented with rice bran extract (RBE) prepared with water or with whole milk, and we compared it with the intake of an equivalent dose of the rice bran content, in the form of RBE oil.",European journal of nutrition,"['D000328', 'D000818', 'D000975', 'D003373', 'D005260', 'D006801', 'D000960', 'D008297', 'D008892', 'D012275', 'D010666', 'D010936', 'D012016', 'D014810', 'D014867', 'D055815']","['Adult', 'Animals', 'Antioxidants', 'Coumaric Acids', 'Female', 'Humans', 'Hypolipidemic Agents', 'Male', 'Milk', 'Oryza', 'Phenylpropionates', 'Plant Extracts', 'Reference Values', 'Vitamin E', 'Water', 'Young Adult']","Pharmacokinetics of vitamin E, γ-oryzanol, and ferulic acid in healthy humans after the ingestion of a rice bran-enriched porridge prepared with water or with milk.","[None, None, 'Q000493', 'Q000493', None, None, 'Q000493', None, 'Q000378', None, 'Q000493', 'Q000493', None, 'Q000493', 'Q000008', None]","[None, None, 'pharmacokinetics', 'pharmacokinetics', None, None, 'pharmacokinetics', None, 'metabolism', None, 'pharmacokinetics', 'pharmacokinetics', None, 'pharmacokinetics', 'administration & dosage', None]",https://www.ncbi.nlm.nih.gov/pubmed/29978378,2020,0.0,Calvo-Castro_19,[]
32167634.0,Relatively little is known about sources of variation in human breastmilk composition. Previous research posits that composition may be affected by the low oxygen environment found at high altitude (HA). Our objective is to compare the milk composition of a sample of HA Andeans to previously published data on HA Tibetans and low altitude (LA) Peruvians.,American journal of human biology : the official journal of the Human Biology Council,[],[],An examination of breastmilk composition among high altitude Peruvian women.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/32167634,2020,1.0,Schafrank_20,"['FTIR', 'MIS']"
17852471.0,"Retinol and alpha-tocopherol levels in breast milk of Turkish mothers under different socioeconomic status were investigated. Mature milk samples were collected from 92 lactating mothers living in Izmir and in Manisa, cities of Turkey, who were at 60-90 days of the lactating period. Socio-economic, anthropometric, and dietary data were collected by means of a questionnaire. The body mass index was used to determine the nutritional status. The retinol and alpha-tocopherol contents of breast milk were determined by high-performance liquid chromatography; the concentration of alpha-tocopherol was 9.84 microg/ml whereas retinol levels were 81.5 microg/100 ml. The questionnaire survey was used to determine the level of these vitamins in the daily ration of the women. No significant differences were found in terms of milk retinol and alpha-tocopherol levels for the variables income, educational level and mothers' body mass index.",International journal of food sciences and nutrition,"['D000328', 'D015992', 'D002853', 'D004032', 'D005260', 'D006801', 'D007231', 'D007774', 'D008895', 'D012959', 'D011795', 'D014421', 'D014801', 'D014802', 'D024502']","['Adult', 'Body Mass Index', 'Chromatography, Liquid', 'Diet', 'Female', 'Humans', 'Infant, Newborn', 'Lactation', 'Milk, Human', 'Socioeconomic Factors', 'Surveys and Questionnaires', 'Turkey', 'Vitamin A', 'Vitamin A Deficiency', 'alpha-Tocopherol']",Retinol and alpha-tocopherol concentrations in breast milk of Turkish lactating mothers under different socio-economic status.,"[None, None, None, 'Q000706', None, None, None, None, 'Q000737', None, None, None, 'Q000032', 'Q000453', 'Q000032']","[None, None, None, 'statistics & numerical data', None, None, None, None, 'chemistry', None, None, None, 'analysis', 'epidemiology', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/17852471,2008,1.0,Tokusoglu_08,['HPLC']
17443195.0,"Necrotizing enterocolitis (NEC) is a frequent cause of mortality and morbidity in very low birth weight (VLBW) infants. Human milk (HM) feeding has been associated with lower risk of NEC. However, mothers of VLBW infants often experience insufficient milk production, resulting in mixed feedings of HM and formula. Moreover, medical complications often limit the volume of feeding they can be given.",Journal of perinatology : official journal of the California Perinatal Association,"['D015331', 'D020345', 'D006801', 'D007227', 'D007231', 'D019102', 'D008895', 'D016017', 'D011446']","['Cohort Studies', 'Enterocolitis, Necrotizing', 'Humans', 'Infant Nutritional Physiological Phenomena', 'Infant, Newborn', 'Infant, Very Low Birth Weight', 'Milk, Human', 'Odds Ratio', 'Prospective Studies']",Early human milk feeding is associated with a lower risk of necrotizing enterocolitis in very low birth weight infants.,"[None, 'Q000209', None, None, None, None, None, None, None]","[None, 'etiology', None, None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/17443195,2007,0.0,Sisk_07,[]
14657823.0,"To investigate whether human breast milk contains potentially probiotic lactic acid bacteria, and therefore, whether it can be considered a synbiotic food. Study design Lactic acid bacteria were isolated from milk, mammary areola, and breast skin of eight healthy mothers and oral swabs and feces of their respective breast-fed infants. Some isolates (178 from each mother and newborn pair) were randomly selected and submitted to randomly amplified polymorphic DNA (RAPD) polymerase chain reaction analysis, and those that displayed identical RAPD patterns were identified by 16S rDNA sequencing.",The Journal of pediatrics,"['D001940', 'D005243', 'D005260', 'D006801', 'D007231', 'D007422', 'D007778', 'D008895', 'D009061', 'D019936', 'D011897', 'D012867', 'D014621']","['Breast', 'Feces', 'Female', 'Humans', 'Infant, Newborn', 'Intestines', 'Lactobacillus', 'Milk, Human', 'Mouth Mucosa', 'Probiotics', 'Random Allocation', 'Skin', 'Vagina']",Human milk is a source of lactic acid bacteria for the infant gut.,"['Q000382', 'Q000382', None, None, None, 'Q000382', 'Q000302', 'Q000382', 'Q000382', 'Q000302', None, 'Q000382', 'Q000382']","['microbiology', 'microbiology', None, None, None, 'microbiology', 'isolation & purification', 'microbiology', 'microbiology', 'isolation & purification', None, 'microbiology', 'microbiology']",https://www.ncbi.nlm.nih.gov/pubmed/14657823,2004,0.0,Martin_03,[]
10489525.0,"Pooled human milk oligosaccharides were fractionated by anion-exchange chromatography on AG 1-X2 and by an improved gel filtration procedure that allowed the separation of large oligosaccharides on Toyopearl HW 40 (S) and Bio-Gel P-6 columns, respectively. The analysis of the resulting nonderivatizated fractions by matrix-assisted laser desorption/ionization mass spectrometry (MALDI-MS) revealed several neutral and acidic high-molecular-weight oligosaccharides. So far unknown acidic oligosaccharides containing up to 20 monomers were detected in a molecular mass range of 2094-3626 Da. Furthermore, neutral structures containing up to 35 monosaccharides were identified after fractionation on Toyopearl HW 40 (S) and subsequent P-6 fractionation, demonstrating the suitability of the applied method for the preparation of oligosaccharides in this high-molecular-mass range. The composition of the detected oligosaccharides was found to be the same as those previously identified in oligosaccharides of lower masses. However, an enormous structural heterogeneity was observed when acidic and neutral fractions were characterized by high-pH anion-exchange chromatography with pulsed amperometric detection (HPAEC-PAD). From our analysis we may conclude that each molecular mass identified by MALDI-MS corresponds to a variety of isomeric structures. The total number of oligosaccharides occurring in human milk may consequently be much higher than estimated before.",Analytical chemistry,"['D002240', 'D002850', 'D002851', 'D006801', 'D008895', 'D008969', 'D009844', 'D012031', 'D019032']","['Carbohydrate Sequence', 'Chromatography, Gel', 'Chromatography, High Pressure Liquid', 'Humans', 'Milk, Human', 'Molecular Sequence Data', 'Oligosaccharides', 'Refractometry', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization']",Analysis of high-molecular-weight oligosaccharides from human milk by liquid chromatography and MALDI-MS.,"[None, 'Q000379', 'Q000379', None, 'Q000737', None, 'Q000032', None, 'Q000379']","[None, 'methods', 'methods', None, 'chemistry', None, 'analysis', None, 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/10489525,1999,0.0,Finke_99,[]
10631803.0,"Kuwaiti diet is exceptionally rich in fat, carbohydrates and proteins. In addition, subjects in Kuwait are exposed to extreme heat and sun light. Fatty acid profiles of human milk obtained from 19 full breast feeding Kuwaiti mothers were analyzed. Dietary patterns for individual mothers were determined by 24 h dietary recall and food frequency questionnaire. The fatty acid content of human milk was affected by the diet consumed by the lactating mother. The content of long chain polyunsaturated fatty acids (LCP) in human milk lipids did not correlate with their parent fatty acids like linoleic and alpha-linolenic acids. However the human milk LCP were related to the of content of LCP in the maternal diet. Mothers reporting a high fish consumption showed significant amounts of C22:6, omega 3 and C20:5, omega 3 fatty acids. As a general conclusion, breast milk produced by a well nourished mother is better suited to meet the lipid requirements of infants.","Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology","['D000328', 'D001835', 'D002849', 'D004032', 'D005227', 'D005231', 'D005260', 'D006801', 'D007730', 'D019787', 'D008895', 'D013472', 'D013696', 'D017962']","['Adult', 'Body Weight', 'Chromatography, Gas', 'Diet', 'Fatty Acids', 'Fatty Acids, Unsaturated', 'Female', 'Humans', 'Kuwait', 'Linoleic Acid', 'Milk, Human', 'Sunlight', 'Temperature', 'alpha-Linolenic Acid']",Fatty acid composition of human milk in Kuwaiti mothers.,"[None, None, None, None, 'Q000032', 'Q000032', None, None, None, 'Q000032', 'Q000737', None, None, 'Q000032']","[None, None, None, None, 'analysis', 'analysis', None, None, None, 'analysis', 'chemistry', None, None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/10631803,2000,1.0,Hayat_99,['GC']
25348673.0,Human milk contains many metabolic hormones that may influence infant growth. Milk leptin is positively associated with maternal adiposity and inversely associated with infant growth. Most research has been conducted in populations with higher leptin levels; it is not well understood how milk leptin may vary in lean populations or the associations that reduced leptin may have with infant size for age. It is also largely unknown if associations between maternal body composition and milk leptin persist past 1 year of age.,Journal of human lactation : official journal of International Lactation Consultant Association,"['D000328', 'D044466', 'D001724', 'D001823', 'D001942', 'D002657', 'D002149', 'D005260', 'D006801', 'D007227', 'D007231', 'D020738', 'D008297', 'D039382', 'D008895', 'D010679', 'D011247', 'D055815']","['Adult', 'Asian Continental Ancestry Group', 'Birth Weight', 'Body Composition', 'Breast Feeding', 'Child Development', 'Energy Intake', 'Female', 'Humans', 'Infant Nutritional Physiological Phenomena', 'Infant, Newborn', 'Leptin', 'Male', 'Maternal Nutritional Physiological Phenomena', 'Milk, Human', 'Philippines', 'Pregnancy', 'Young Adult']",Maternal characteristics associated with milk leptin content in a sample of Filipino women and associations with infant weight for age.,"[None, None, None, 'Q000502', None, None, None, None, None, None, None, 'Q000378', None, None, 'Q000378', 'Q000453', None, None]","[None, None, None, 'physiology', None, None, None, None, None, None, None, 'metabolism', None, None, 'metabolism', 'epidemiology', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/25348673,2016,1.0,Quinn_15,['ELISA']
219681.0,"Milk samples from 33 women from a rural area of the Ivory Coast were analyzed once a month. In two longitudinal studies covering 23 months of breast feeding, analyses of lipid components and protein were performed. The compositions remained virtually constant over 23 months of lactation except for a decrease of protein concentration during the first 6 months, a rising trend of myristic acid (14:0) and a falling trend of oleic acid (18:1). Infants were growing well on breast milk with nothing else for the first 5 months, but thereafter their growth curves were no longer satisfactory as judged by Western standards: weight for age (percentage of Harvard standards) decreased from 5 to 10 months of age to level off thereafter at a value of 80%. The mothers' weight for height remained constant. In a cross-sectional study, additional determinations were performed: aminograms, lactose, calories, iron, copper, manganese, zinc, and vitamin E. All data were compared with those of the literature. Lauric (12:0) and myristic (14:0) acids were higher, total lipids and polyunsaturated fatty acids lower than those published for Western countries. Plasma composition of the mothers showed lower levels of albumin, lipids, and polyunsaturated fatty acids as well as blood hemoglobin. Possible correlations between various variables such as milk composition, plasma levels, and anthropometry were calculated and discussed.",The American journal of clinical nutrition,"['D000375', 'D000886', 'D001798', 'D001827', 'D001835', 'D007560', 'D005260', 'D006128', 'D006801', 'D007223', 'D007227', 'D007231', 'D007774', 'D050356', 'D008894', 'D008895', 'D011247', 'D012424', 'D013997']","['Aging', 'Anthropometry', 'Blood Proteins', 'Body Height', 'Body Weight', ""Cote d'Ivoire"", 'Female', 'Growth', 'Humans', 'Infant', 'Infant Nutritional Physiological Phenomena', 'Infant, Newborn', 'Lactation', 'Lipid Metabolism', 'Milk Proteins', 'Milk, Human', 'Pregnancy', 'Rural Population', 'Time Factors']",Studies on the quality of breast milk during 23 months of lactation in a rural community of the Ivory Coast.,"[None, None, 'Q000378', None, None, None, None, None, None, None, None, None, None, None, 'Q000378', 'Q000378', None, None, None]","[None, None, 'metabolism', None, None, None, None, None, None, None, None, None, None, None, 'metabolism', 'metabolism', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/219681,1979,1.0,Lauber_79,['TLC']
20372777.0,"Changes in life style over the past several decades including much of the time spent outdoors and the use of tanning devices for cosmetic purposes by individuals have led to an increase in the incidence of solar ultraviolet (UV) radiation-induced skin diseases including the risk of skin cancers. Solar UV radiations are considered as the most prevalent environmental carcinogens, and chronic exposure of the skin to UV leads to squamous and basal cell carcinoma and melanoma in human population. A wide variety of phytochemicals have been reported to have substantial anti-carcinogenic activity because of their antioxidant and anti-inflammatory properties. Silymarin is one of them and extensively studied for its skin photoprotective capabilities. Silymarin, a flavanolignan, is extracted from the fruits and seeds of milk thistle (Silybum marianum L. Gaertn.), and has been shown to have chemopreventive effects against photocarcinogenesis in mouse tumor models. Topical treatment of silymarin inhibited photocarcinogenesis in mice in terms of tumor incidence, tumor multiplicity and growth of the tumors. Wide range of in vivo mechanistic studies conducted in a variety of mouse models indicated that silymarin has anti-oxidant, anti-inflammatory and immunomodulatory properties which led to the prevention of photocarcinogenesis in mice. This review summarizes and updates the photoprotective potential of silymarin with the particular emphasis on its in vivo mechanism of actions. It is suggested that silymarin may favorably supplement sunscreen protection, and may be useful for skin diseases associated with solar UV radiation-induced inflammation, oxidative stress and immunomodulatory effects.",International journal of oncology,"['D000818', 'D000893', 'D000975', 'D002273', 'D006801', 'D008027', 'D008545', 'D051379', 'D020944', 'D018384', 'D008517', 'D010936', 'D012838', 'D012878', 'D014466']","['Animals', 'Anti-Inflammatory Agents', 'Antioxidants', 'Carcinogens', 'Humans', 'Light', 'Melanoma', 'Mice', 'Milk Thistle', 'Oxidative Stress', 'Phytotherapy', 'Plant Extracts', 'Silymarin', 'Skin Neoplasms', 'Ultraviolet Rays']","Molecular mechanisms of inhibition of photocarcinogenesis by silymarin, a phytochemical from milk thistle (Silybum marianum L. Gaertn.) (Review).","[None, 'Q000494', 'Q000494', None, None, None, 'Q000188', None, 'Q000378', None, 'Q000379', 'Q000494', 'Q000494', 'Q000188', None]","[None, 'pharmacology', 'pharmacology', None, None, None, 'drug therapy', None, 'metabolism', None, 'methods', 'pharmacology', 'pharmacology', 'drug therapy', None]",https://www.ncbi.nlm.nih.gov/pubmed/20372777,2010,0.0,Vaid_10,[]
22641754.0,"Although soy formula has been reported to support normal development, concerns exist regarding potential adverse developmental effects of phytochemicals associated with soy protein. This study characterized developmental status (mental, motor, and language) of breastfed (BF), milk-based formula-fed (MF), or soy protein-based formula-fed (SF) infants during the first year of life.",Pediatrics,"['D000818', 'D001903', 'D001942', 'D002417', 'D002657', 'D015331', 'D005260', 'D005500', 'D006801', 'D007223', 'D018730', 'D041943', 'D008297', 'D008892', 'D008895', 'D030262']","['Animals', 'Bottle Feeding', 'Breast Feeding', 'Cattle', 'Child Development', 'Cohort Studies', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Infant Behavior', 'Infant Formula', 'Male', 'Milk', 'Milk, Human', 'Soybean Proteins']","Developmental status of 1-year-old infants fed breast milk, cow's milk formula, or soy formula.","[None, 'Q000523', 'Q000523', None, 'Q000187', None, None, None, None, None, 'Q000187', 'Q000008', None, None, 'Q000502', 'Q000008']","[None, 'psychology', 'psychology', None, 'drug effects', None, None, None, None, None, 'drug effects', 'administration & dosage', None, None, 'physiology', 'administration & dosage']",https://www.ncbi.nlm.nih.gov/pubmed/22641754,2012,0.0,Andres_12,[]
17661565.0,"To examine the effect of high-dose maternal vitamin D(3) (vitD) supplementation on the nutritional vitD status of breastfeeding (BF) women and their infants compared with maternal and infant controls receiving 400 and 300 IU vitD/day, respectively.",Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,"['D000328', 'D000704', 'D002118', 'D016009', 'D002762', 'D003404', 'D004305', 'D005260', 'D005500', 'D006801', 'D007223', 'D007227', 'D007774', 'D008297', 'D039382', 'D008895', 'D010865', 'D012880', 'D018709', 'D013472', 'D011795', 'D014807', 'D014815']","['Adult', 'Analysis of Variance', 'Calcium', 'Chi-Square Distribution', 'Cholecalciferol', 'Creatinine', 'Dose-Response Relationship, Drug', 'Female', 'Follow-Up Studies', 'Humans', 'Infant', 'Infant Nutritional Physiological Phenomena', 'Lactation', 'Male', 'Maternal Nutritional Physiological Phenomena', 'Milk, Human', 'Pilot Projects', 'Skin Pigmentation', 'Statistics, Nonparametric', 'Sunlight', 'Surveys and Questionnaires', 'Vitamin D', 'Vitamins']",High-dose vitamin D3 supplementation in a cohort of breastfeeding mothers and their infants: a 6-month follow-up pilot study.,"[None, None, 'Q000652', None, 'Q000008', 'Q000652', None, None, None, None, None, 'Q000502', 'Q000378', None, 'Q000502', 'Q000737', None, 'Q000187', None, None, None, 'Q000031', 'Q000008']","[None, None, 'urine', None, 'administration & dosage', 'urine', None, None, None, None, None, 'physiology', 'metabolism', None, 'physiology', 'chemistry', None, 'drug effects', None, None, None, 'analogs & derivatives', 'administration & dosage']",https://www.ncbi.nlm.nih.gov/pubmed/17661565,2007,0.0,Wagner_06,"['RIA', 'HPLC']"
15298564.0,"Breast milk contains many immunomodulatory factors (soluble CD14 (sCD14), IgA and cytokines) with the potential to influence infant immune development.",Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,"['D016009', 'D016207', 'D019587', 'D004311', 'D015525', 'D005260', 'D005395', 'D006801', 'D006967', 'D007070', 'D018950', 'D039382', 'D008895', 'D000069463', 'D010938', 'D011247', 'D011248']","['Chi-Square Distribution', 'Cytokines', 'Dietary Supplements', 'Double-Blind Method', 'Fatty Acids, Omega-3', 'Female', 'Fish Oils', 'Humans', 'Hypersensitivity', 'Immunoglobulin A', 'Lipopolysaccharide Receptors', 'Maternal Nutritional Physiological Phenomena', 'Milk, Human', 'Olive Oil', 'Plant Oils', 'Pregnancy', 'Pregnancy Complications']","The effect of supplementation with fish oil during pregnancy on breast milk immunoglobulin A, soluble CD14, cytokine levels and fatty acid composition.","[None, 'Q000032', None, None, 'Q000032', None, 'Q000008', None, 'Q000276', 'Q000032', 'Q000032', None, 'Q000276', None, 'Q000008', None, 'Q000276']","[None, 'analysis', None, None, 'analysis', None, 'administration & dosage', None, 'immunology', 'analysis', 'analysis', None, 'immunology', None, 'administration & dosage', None, 'immunology']",https://www.ncbi.nlm.nih.gov/pubmed/15298564,2004,1.0,Dunstan_04,['HPLC']
32293945.0,"During pumping, storage, and pasteurization human milk is exposed to light, which could affect the concentrations of light-sensitive vitamins. Currently, milk banks do not regulate light exposure.",Journal of human lactation : official journal of International Lactation Consultant Association,[],[],The Associations Between Light Exposure During Pumping and Holder Pasteurization and the Macronutrient and Vitamin Concentrations in Human Milk.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/32293945,2020,1.0,Lima_20,"['HPLC', 'NIR']"
29549961.0,"Fat is the main energy providing component in human milk and comprising a complex mixture of different lipid species, with quantitative dominance of triglycerides. After elucidating the fatty acid composition, more recent research has looked at influencing factors and the importance of specific lipids. Here we review quantitative aspects of maternal metabolism which contribute to the milk fatty acid composition, especially considering essential fatty acids and their long chain polyunsaturated derivatives. In this context studies with stable isotopes have indicated the importance of maternal body pools for mediating the effects of diet on milk composition. Furthermore, the importance of positioning of palmitic acid at the glycerol backbone of triglycerides is discussed, and the phospholipids of the milk fat globule membrane are described and examples for their potential importance for infant development are presented.",Best practice & research. Clinical endocrinology & metabolism,"['D000818', 'D005227', 'D005260', 'D006017', 'D006023', 'D006801', 'D007223', 'D007231', 'D007774', 'D050356', 'D008055', 'D039382', 'D008895', 'D010743', 'D014280']","['Animals', 'Fatty Acids', 'Female', 'Glycolipids', 'Glycoproteins', 'Humans', 'Infant', 'Infant, Newborn', 'Lactation', 'Lipid Metabolism', 'Lipids', 'Maternal Nutritional Physiological Phenomena', 'Milk, Human', 'Phospholipids', 'Triglycerides']",Lipids in human milk.,"[None, 'Q000032', None, 'Q000032', 'Q000032', None, None, None, 'Q000502', 'Q000502', 'Q000032', None, 'Q000737', 'Q000032', 'Q000032']","[None, 'analysis', None, 'analysis', 'analysis', None, None, None, 'physiology', 'physiology', 'analysis', None, 'chemistry', 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/29549961,2018,0.0,Demmelmair_17,[]
3966414.0,"Three methods for estimating the casein content of human milk were tested; isoelectric precipitation with washing and correction for co-precipitating proteins, sedimentation by ultracentrifugation, and indirect analysis (ie analyzing for the content of the major whey proteins and subtracting these from the total protein content). Gel electrophoresis and amino acid analysis were used to confirm some of the results. The casein content (mg/ml) of mature human milk (n = 9) was 2.33 +/- 1.69 by isoelectric precipitation, 1.80 +/- 0.48 by sedimentation and 2.96 +/- 1.08 by the indirect approach. A probable partition of nitrogen in breast milk would be casein N: whey protein N: non-protein N of 20:50:30; ie the correct ratio of casein nitrogen: whey nitrogen is approximately 20:80. Analysis of trace elements and minerals demonstrates that of total Ca 10%, Mg 5%, Zn 28%, Cu 17%, and Fe 27% is bound to casein when prepared by ultracentrifugation while isoelectric precipitation causes a redistribution of some of these elements. Since the protein ratio of human milk is considered a guideline when manufacturing infant formulas, these findings should be considered with regard to infant nutrition.",The American journal of clinical nutrition,"['D000596', 'D002364', 'D011232', 'D004591', 'D005260', 'D006801', 'D007526', 'D008894', 'D008895', 'D008903', 'D009584', 'D013054', 'D014131', 'D014461']","['Amino Acids', 'Caseins', 'Chemical Precipitation', 'Electrophoresis, Polyacrylamide Gel', 'Female', 'Humans', 'Isoelectric Point', 'Milk Proteins', 'Milk, Human', 'Minerals', 'Nitrogen', 'Spectrophotometry, Atomic', 'Trace Elements', 'Ultracentrifugation']",Casein content of human milk.,"['Q000032', 'Q000032', None, None, None, None, None, 'Q000032', 'Q000032', 'Q000032', 'Q000032', None, 'Q000032', None]","['analysis', 'analysis', None, None, None, None, None, 'analysis', 'analysis', 'analysis', 'analysis', None, 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/3966414,1985,1.0,Lonnerdal_85,['FAAS']
29353262.0,To evaluate the amount of macronutrients in aggregate of human milk samples after preterm delivery during the first 2 months of lactation.,Archives of disease in childhood. Fetal and neonatal edition,"['D001942', 'D005865', 'D006801', 'D007223', 'D007231', 'D008894', 'D008895', 'D000078622', 'D047928', 'D011446']","['Breast Feeding', 'Gestational Age', 'Humans', 'Infant', 'Infant, Newborn', 'Milk Proteins', 'Milk, Human', 'Nutrients', 'Premature Birth', 'Prospective Studies']",Preterm human milk macronutrient concentration is independent of gestational age at birth.,"[None, None, None, None, None, 'Q000032', 'Q000737', 'Q000032', 'Q000473', None]","[None, None, None, None, None, 'analysis', 'chemistry', 'analysis', 'pathology', None]",https://www.ncbi.nlm.nih.gov/pubmed/29353262,2019,1.0,Maly_18,['MIS']
20008425.0,Domperidone is increasingly prescribed to improve breast milk volume despite a lack of evidence regarding its effects on breast milk composition. We examined the effect of domperidone on the nutrient composition of breast milk.,Pediatrics,"['D000284', 'D004294', 'D018492', 'D004305', 'D004334', 'D005260', 'D005500', 'D006801', 'D007231', 'D007234', 'D007363', 'D007774', 'D008297', 'D008895', 'D009674', 'D011247', 'D011336', 'D012016', 'D016896']","['Administration, Oral', 'Domperidone', 'Dopamine Antagonists', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Follow-Up Studies', 'Humans', 'Infant, Newborn', 'Infant, Premature', 'Intensive Care Units, Neonatal', 'Lactation', 'Male', 'Milk, Human', 'Nova Scotia', 'Pregnancy', 'Probability', 'Reference Values', 'Treatment Outcome']",Effect of domperidone on the composition of preterm human breast milk.,"[None, 'Q000008', 'Q000008', None, None, None, None, None, None, None, None, 'Q000187', None, 'Q000737', None, None, None, None, None]","[None, 'administration & dosage', 'administration & dosage', None, None, None, None, None, None, None, None, 'drug effects', None, 'chemistry', None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/20008425,2010,1.0,Marsha_09,"['CLI', 'CREAM', 'RGP', 'FAOM', 'A3M', 'KM']"
