PMID,abstract,paper,mesh_terms,qual_terms,is_useful,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
25205359,"Garlic is one of the most important bulb vegetables and is mainly used as a spice or flavoring agent for foods. It is also cultivated for its medicinal properties, attributable to sulfur compounds, of which allicin is the most important. However, the stability of allicin in garlic extract is not well understood. In this study, using UPLC, the stability of allicin extracted in water from garlic was evaluated in phosphate buffer at different temperatures under light and dark conditions.","Influence of pH, concentration and light on stability of allicin in garlic (Allium sativum L.) aqueous extract as measured by UPLC.","['Anti-Infective Agents', 'China', 'Chromatography, High Pressure Liquid', 'Food Preservatives', 'Food Storage', 'Garlic', 'Hot Temperature', 'Hydrogen-Ion Concentration', 'Light', 'Osmolar Concentration', 'Plant Extracts', 'Plant Roots', 'Sulfinic Acids']","['analysis', None, None, 'analysis', None, 'chemistry', 'adverse effects', None, 'adverse effects', None, 'chemistry', 'chemistry', 'analysis']",1.0,garlic,0.2727272727272727,"['garlic extract', 'allicin', 'sulfur', 'phosphate']",1,6
25101875,"The aerotolerant hydrogenosome-containing piscine diplomonad, Spironucleus vortens, is able to withstand high fluctuations in Oâ tensions during its life cycle. In the current study, we further investigated the Oâ scavenging and antioxidant defence mechanisms which facilitate the survival of S. vortens under such oxidizing conditions. Closed Oâ electrode measurements revealed that the S. vortens ATCC 50386 strain was more Oâ tolerant than a freshly isolated S. vortens intestinal strain (Sv1). In contrast to the related human diplomonad, Giardia intestinalis, RP-HPLC revealed the major non-protein thiols of S. vortens to be glutathione (GSH, 776 nmol/10â· cells) with cysteine and H2S as minor peaks. Furthermore, antioxidant proteins of S. vortens were assayed enzymatically and revealed that S. vortens possesses superoxide dismutase and NADH oxidase (883 and 37.5nmol/min/mg protein, respectively), but like G. intestinalis, lacks catalase and peroxidase activities. Autofluorescence of NAD(P)H and FAD alongside the fluorescence of the GSH-adduct in monochlorobimane-treated live organisms allowed the monitoring of redox balances before and after treatment with inhibitors, metronidazole and auranofin. HâOâ was emitted into the exterior of S. vortens at a rate of 2.85 pmol/min/10â¶ cells. Metronidazole and auranofin led to depletion of S. vortens intracellular NAD(P)H pools and an increase in HâOâ release with concomitant oxidation of GSH, respectively. Garlic-derived compounds completely inhibited Oâ consumption by S. vortens (ajoene oil), or significantly depleted the intracellular GSH pool of the organism (allyl alcohol and DADS). Hence, antioxidant defence mechanisms of S. vortens may provide novel targets for parasite chemotherapy.",Antioxidant defences of Spironucleus vortens: Glutathione is the major non-protein thiol.,"['Chromatography, High Pressure Liquid', 'Cysteine', 'Diplomonadida', 'Glutathione', 'Multienzyme Complexes', 'NADH, NADPH Oxidoreductases', 'Oxidative Stress', 'Oxygen', 'Stress, Physiological', 'Sulfites', 'Superoxide Dismutase']","[None, 'analysis', 'chemistry', 'metabolism', 'analysis', 'analysis', None, 'metabolism', None, 'analysis', 'analysis']",0.0,garlic,0.3118279569892473,"['superoxide', 'auranofin', 'NADH', 'glutathione', 'cysteine', 'FAD', 'S. vortens', 'metronidazole', 'Metronidazole', 'H2S', 'ajoene', 'NAD(P)H', 'DADS', 'GSH', 'allyl alcohol', 'thiols']",1,29
25049964,"The competency of garlic and pennywort to improve broiler chicken growth and influence intestinal microbial communities and fatty acid composition of breast meat were studied. Two hundred forty, ""day-old"" chicks were randomly allocated to 4 treatment groups consisting of 6 replications of 10 chicks in each pen. The groups were assigned to receive treatment diets as follows: i) basal diet (control), ii) basal diet plus 0.5% garlic powder (GP), iii) basal diet plus 0.5% pennywort powder (PW) and iv) 0.002% virginiamycin (VM). Birds were killed at day 42 and intestinal samples were collected to assess for Lactobacillus and Escherichia coli. The pectoralis profundus from chicken breast samples was obtained from 10 birds from each treatment group on day 42 and frozen at -20Â°C for further analyses. Fatty acid profile of breast muscles was determined using gas liquid chromatography. Feed intake and weight gain of broilers fed with GP, PW, and VM were significantly higher (p<0.05) compared to control. Feeding chicks GP, PW, and VM significantly reduced Escherichia coli count (p<0.05) while Lactobacillus spp count were significantly higher (p<0.05) in the gut when compared to control group on day 42. Supplemented diet containing pennywort increased the C18:3n-3 fatty acid composition of chickens' breast muscle. Garlic and pennywort may be useful in modulating broiler guts as they control the enteropathogens that help to utilize feed efficiently. This subsequently enhances the growth performances of broiler chickens. ","Effects of two herbal extracts and virginiamycin supplementation on growth performance, intestinal microflora population and Fatty Acid composition in broiler chickens.",[],[],0.0,garlic,0.06097560975609756,"['C18:3n-3 fatty acid', 'VM', 'virginiamycin', 'Fatty acid', 'fatty acid']",1,5
25038704,"Allium genus is a treasure trove of valuable bioactive compounds with potentially therapeutically important properties. This work utilises HPLC-MS and a constrained total-line-shape (CTLS) approach applied to (1)H NMR spectra to quantify metabolites present in onion species to reveal important inter-species differences. Extensive differences were detected between the sugar concentrations in onion species. Yellow onion contained the highest and red onion the lowest amounts of amino acids. The main flavonol-glucosides were quercetin 3,4'-diglucoside and quercetin 4'-glucoside. In general, the levels of flavonols were, higher in yellow onions than in red onions, and garlic and leek contained a lower amount of flavonols than the other Allium species. Our results highlight how (1)H NMR together with HPLC-MS can be useful in the quantification and the identification of the most abundant metabolites, representing an efficient means to pinpoint important functional food ingredients from Allium species. ",Quantitative metabolite profiling of edible onion species by NMR and HPLC-MS.,"['Amino Acids', 'Carbohydrate Metabolism', 'Carbohydrates', 'Chromatography, High Pressure Liquid', 'Flavonols', 'Magnetic Resonance Imaging', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry', 'Metabolome', 'Onions', 'Plant Extracts']","['chemistry', None, 'chemistry', 'methods', 'chemistry', None, 'methods', 'methods', None, 'chemistry', 'chemistry']",1.0,garlic,0.19230769230769232,"['Allium', 'amino acids', 'flavonols', ""quercetin 3,4'-diglucoside"", ""quercetin 4'-glucoside"", 'HPLC-MS', 'flavonol-glucosides']",1,10
25012787,"Garlic oil is a kind of fungicide, but little is known about its antifungal effects and mechanism. In this study, the chemical constituents, antifungal activity, and effects of garlic oil were studied with Penicillium funiculosum as a model strain. Results showed that the minimum fungicidal concentrations (MFCs, v/v) were 0.125 and 0.0313 % in agar medium and broth medium, respectively, suggesting that the garlic oil had a strong antifungal activity. The main ingredients of garlic oil were identified as sulfides, mainly including disulfides (36 %), trisulfides (32 %) and monosulfides (29 %) by gas chromatograph-mass spectrometer (GC/MS), which were estimated as the dominant antifungal factors. The observation results by transmission electron microscope (TEM) and scanning electron microscope (SEM) indicated that garlic oil could firstly penetrate into hyphae cells and even their organelles, and then destroy the cellular structure, finally leading to the leakage of both cytoplasm and macromolecules. Further proteomic analysis displayed garlic oil was able to induce a stimulated or weakened expression of some key proteins for physiological metabolism. Therefore, our study proved that garlic oil can work multiple sites of the hyphae of P. funiculosum to cause their death. The high antifungal effects of garlic oil makes it a broad application prospect in antifungal industries.",Antifungal effect and mechanism of garlic oil on Penicillium funiculosum.,"['Allyl Compounds', 'Antifungal Agents', 'Garlic', 'Gas Chromatography-Mass Spectrometry', 'Hyphae', 'Penicillium', 'Plant Extracts', 'Sulfides']","['chemistry', 'chemistry', 'chemistry', None, 'drug effects', 'drug effects', 'chemistry', 'chemistry']",2.0,garlic,0.0847457627118644,"['trisulfides', 'fungicide', 'disulfides', 'monosulfides', 'sulfides']",1,5
24987429,"Objective. To detect the effect of selenium-enriched garlic oil (Se-garlic oil) against cytotoxicity induced by ox-LDL in endothelial cells. Methods. Se-garlic oil was extracted by organic solvent extraction. High performance liquid chromatography (HPLC) was used to detect the content of allicin in the Se-garlic oil. Hydride generation atomic fluorescence spectrometry (HG-AFS) was used to detect the content of Se in the Se-garlic oil. ECV-304 cells were separated into five groups (blank, ox-LDL, and low-, medium-, and high-dose Se-garlic oil). Methyl thiazolyl tetrazolium (MTT) assay was used to detect the cytoactivity of each cell group after culturing for 24, 48, and 72 hours. Flow cytometry (FCM) stained with annexin V-FITC/PI was used to detect the apoptosis of the cells from the blank, Se-garlic oil, ox-LDL, and Se-garlic oil + ox-ldl groups after 48 hours of incubation. Results. The amount of allicin in Se-garlic oil was 142.66âmg/ml, while, in Se, it was 198âmg/kg. When ox-LDL was added to low-, medium-, and high-dose Se-garlic oil, the cell viability rates of ECV-304 cells treated in the three groups were all higher, while the apoptosis rates were significantly lower than those of the ox-LDL group (P < 0.05). However, there was no significant difference between the apoptosis rates of the blank, Se-garlic oil, and Se-garlic oil + ox-LDL groups (P > 0.05). Conclusion. Se-garlic oil could inhibit the cytotoxic effect induced by ox-LDL in endothelial cells. ",Effect of Selenium-Enriched Garlic Oil against Cytotoxicity Induced by OX-LDL in Endothelial Cells.,[],[],0.0,garlic,0.12,"['Methyl thiazolyl tetrazolium', 'allicin', 'FCM', 'Se', 'annexin V-FITC/PI', 'selenium-enriched garlic oil', 'MTT']",1,9
24948941,"The endophytic fungus strain 0248, isolated from garlic, was identified as Trichoderma brevicompactum based on morphological characteristics and the nucleotide sequences of ITS1-5.8S- ITS2 and tef1. The bioactive compound T2 was isolated from the culture extracts of this fungus by bioactivity-guided fractionation and identified as 4Î²-acetoxy-12,13- epoxy-Î(9)-trichothecene (trichodermin) by spectral analysis and mass spectrometry. Trichodermin has a marked inhibitory activity on Rhizoctonia solani, with an EC50 of 0.25 Î¼g mL(-1). Strong inhibition by trichodermin was also found for Botrytis cinerea, with an EC50 of 2.02 Î¼g mL(-1). However, a relatively poor inhibitory effect was observed for trichodermin against Colletotrichum lindemuthianum (EC50 = 25.60 Î¼g mL(-1)). Compared with the positive control Carbendazim, trichodermin showed a strong antifungal activity on the above phytopathogens. There is little known about endophytes from garlic. This paper studied in detail the identification of endophytic T. brevicompactum from garlic and the characterization of its active metabolite trichodermin.",Antifungal activity of metabolites of the endophytic fungus Trichoderma brevicompactum from garlic.,"['Antifungal Agents', 'Botrytis', 'Cluster Analysis', 'Colletotrichum', 'DNA, Fungal', 'DNA, Ribosomal', 'DNA, Ribosomal Spacer', 'Endophytes', 'Garlic', 'Mass Spectrometry', 'Microbial Sensitivity Tests', 'Molecular Sequence Data', 'Peptide Elongation Factor 1', 'Phylogeny', 'RNA, Ribosomal, 5.8S', 'Rhizoctonia', 'Sequence Analysis, DNA', 'Trichoderma', 'Trichodermin']","['isolation & purification', 'drug effects', None, 'drug effects', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'microbiology', None, None, None, 'genetics', None, 'genetics', 'drug effects', None, 'chemistry', 'isolation & purification']",0.0,garlic,0.16666666666666666,"['epoxy-Î\x94(9)-trichothecene', 'Trichodermin', 'nucleotide', 'trichodermin']",1,8
24926564,"S-Nitrosylation is a redox-based protein post-translational modification in response to nitric oxide signaling and is involved in a wide range of biological processes. Detection and quantification of protein S-nitrosylation have been challenging tasks due to instability and low abundance of the modification. Many studies have used mass spectrometry (MS)-based methods with different thiol-reactive reagents to label and identify proteins with S-nitrosylated cysteine (SNO-Cys). In this study, we developed a novel iodoTMT switch assay (ISA) using an isobaric set of thiol-reactive iodoTMTsixplex reagents to specifically detect and quantify protein S-nitrosylation. Irreversible labeling of SNO-Cys with the iodoTMTsixplex reagents enables immune-affinity detection of S-nitrosylated proteins, enrichment of iodoTMT-labeled peptides by anti-TMT resin, and importantly, unambiguous modification site-mapping and multiplex quantification by liquid chromatography-tandem MS. Additionally, we significantly improved anti-TMT peptide enrichment efficiency by competitive elution. Using ISA, we identified a set of SNO-Cys sites responding to lipopolysaccharide (LPS) stimulation in murine BV-2 microglial cells and revealed effects of S-allyl cysteine from garlic on LPS-induced protein S-nitrosylation in antioxidative signaling and mitochondrial metabolic pathways. ISA proved to be an effective proteomic approach for quantitative analysis of S-nitrosylation in complex samples and will facilitate the elucidation of molecular mechanisms of nitrosative stress in disease. ",Proteomic quantification and site-mapping of S-nitrosylated proteins using isobaric iodoTMT reagents.,"['Animals', 'Cell Line', 'Iodoacetates', 'Lipopolysaccharides', 'Mice', 'Molecular Sequence Annotation', 'Peptide Mapping', 'Protein Processing, Post-Translational', 'Proteomics', 'Staining and Labeling']","[None, None, 'chemistry', 'pharmacology', None, None, None, None, None, None]",0.0,garlic,0.05405405405405406,"['nitric oxide', 'S-allyl cysteine', 'lipopolysaccharide', 'cysteine']",1,4
24923489,"A new method for the determination of selenium based on its fluorescence quenching on the hemoglobin-catalyzed reaction of H2 O2 and l-tyrosine has been established. The effect of pH, foreign ions and the optimization of variables on the determination of selenium was examined. The calibration curve was found to be linear between the fluorescence quenching (F0 /F) and the concentration of selenium within the range of 0.16-4.00 Âµg/mL. The detection limit was 1.96 ng/mL and the relative standard deviation was 3.14%. This method can be used for the determination of selenium in Se-enriched garlic bulbs with satisfactory results.",Determination of selenium via the fluorescence quenching effect of selenium on hemoglobin-catalyzed peroxidative reaction.,"['Calibration', 'Catalysis', 'Fluorescence', 'Food Analysis', 'Garlic', 'Hemoglobins', 'Limit of Detection', 'Selenium', 'Spectrometry, Fluorescence', 'Thermodynamics', 'Tyrosine']","[None, None, None, 'methods', 'chemistry', 'chemistry', None, 'analysis', 'methods', None, 'chemistry']",1.0,garlic,0.2,"['O2', 'selenium', 'l-tyrosine']",1,6
24679771,"This work proposes the novel application of a microextraction technique, solid phase microextraction (SPME), coupled to liquid chromatography with UV detection (HPLC-UV) for the analysis of organosulfur compounds (OSCs) in garlic samples. Additionally, a comparative study of OSCs profiles obtained by SPME coupled to HPLC-UV and gas chromatography with flame photometric detector (GC-FPD), respectively; was carried out. This study provided complementary evidence about OSCs's lability and ""artifacts"" formation during the analytical process. Raw, cooked and distilled garlic samples were considered. The target analytes were diallyl disulphide (DADS), diallyl sulphide (DAS), diallyl trisulphide (DATS), allicin, 3-vinyl-4H-1,3-dithiin (3-VD), 2-vinyl-4H-1,2-dithiin (2-VD) and (E)- and (Z)-ajoene, which are the most important OSCs with biological activities present in raw and processed garlic. The coupling of SPME and HPLC showed to be reliable, fast, sensible and selective methodology for OSCs analysis.",Solid phase microextraction coupled to liquid chromatography. Analysis of organosulphur compounds avoiding artifacts formation.,"['Chromatography, High Pressure Liquid', 'Chromatography, Liquid', 'Garlic', 'Solid Phase Microextraction']","['methods', None, 'chemistry', 'methods']",1.0,garlic,0.2777777777777778,"['diallyl sulphide', '3-vinyl-4H-1,3-dithiin', '3-VD', 'DATS', 'allicin', '2-VD', 'DADS', '2-vinyl-4H-1,2-dithiin', 'organosulfur', 'SPME', '(Z)-ajoene', 'diallyl', 'DAS']",1,15
24668756,"A fast and an efficient ultrasound-assisted extraction technique using a lower density extraction solvent than water was developed for the trace-level determination of tebuconazole in garlic, soil and water samples followed by capillary gas chromatography combined with nitrogen-phosphorous selective detector (GC-NPD). In this approach, ultrasound radiation was applied to accelerate the emulsification of the ethyl acetate in aqueous samples to enhance the extraction efficiency of tebuconazole without requiring extra partitioning or cleaning, and the use of capillary GC-NPD was a more sensitive detection technique for organonitrogen pesticides. The experimental results indicate an excellent linear relationship between peak area and concentration obtained in the range 1-50 Î¼g/kg or Î¼g/L. The limit of detection (S/N, 3 Â± 0.5) and limit of quantification (S/N, 7.5 Â± 2.5) were obtained in the range 0.2-3 and 1-10 Î¼g/kg or Î¼g/L. Good spiked recoveries were achieved from ranges 95.55-101.26%, 96.28-99.33% and 95.04-105.15% in garlic, Nanivaliyal soil and Par River water, respectively, at levels 5 and 20 Î¼g/kg or Î¼g/L, and the method precision (% RSD) was â¤5%. Our results demonstrate that the proposed technique is a viable alternative for the determination of tebuconazole in complex samples. ","Fast ultrasound-assisted extraction followed by capillary gas chromatography combined with nitrogen-phosphorous selective detector for the trace determination of tebuconazole in garlic, soil and water samples.","['Chromatography, Gas', 'Garlic', 'Pesticides', 'Soil', 'Soil Pollutants', 'Triazoles', 'Ultrasonics', 'Water Pollutants, Chemical']","['instrumentation', 'chemistry', 'analysis', 'chemistry', 'analysis', 'analysis', 'methods', 'analysis']",0.0,garlic,0.08928571428571429,"['ethyl acetate', 'tebuconazole', 'garlic, soil']",1,5
24668040,"S-Allyl-L-cysteine (SAC), the most abundant organosulfur compound derived from garlic, has multifunctional biological activities that occur via different mechanisms. A sensitive, rapid and simple LC-ESI-MS/MS method using a mixed-mode reversed-phase and cation-exchange column containing C18 silica particles and sulfonic acid cation-exchange particles has been developed and validated for the analysis of SAC in rat plasma. The mobile phase was optimized at 2 mM ammonium acetate buffer (pH = 3.5) and acetonitrile (75:25, v/v). The assay utilized 0.6% acetic acid in methanol to achieve simple and rapid deproteinization. Quantification was conducted using multiple reaction monitoring (MRM) of the transitions of m/z 162.0 â 145.0 for SAC. The standard curve for SAC was linear (r(2) â¥ 0.999) over a range from 5 to 2,500 ng/mL. The intra- and interday precision (relative standard deviation) of the method was not >6.0% at three quality control levels. The limit of quantification (LOQ) was 5.0 ng/mL. After being fully validated, the method was successfully applied to the pharmacokinetic monitoring of SAC in rat plasma.",Development and validation of S-allyl-L-cysteine in rat plasma using a mixed-mode reversed-phase and cation-exchange LC-ESI-MS/MS method: application to pharmacokinetic studies.,"['Animals', 'Chromatography, High Pressure Liquid', 'Cysteine', 'Rats', 'Spectrometry, Mass, Electrospray Ionization', 'Tandem Mass Spectrometry']","[None, 'methods', 'analogs & derivatives', None, 'methods', 'methods']",0.0,garlic,0.22,"['sulfonic acid', 'SAC', 'ammonium acetate', 'S-Allyl-L-cysteine', 'ng/mL.', 'methanol', 'organosulfur compound', 'acetic acid']",1,11
24657412,"In this study, a two-step process combining aqueous two-phase extraction (ATPE) with chromatography was developed for extraction and purification of alliin from garlic powder. The partition coefficient and yield value of alliin in different types of aqueous two-phase system (ATPS) were compared and response surface methodology (RSM) was used for analyzing and optimizing the extraction process. The optimal extraction conditions of 19% (w/w) (NH4)2SO4, 20% (w/w) 1-prpanol, at 30Â°C, pH 2.35 with 8.54% (w/w) NaCl was chosen based on the higher yield. Compared to the results obtained with the conventional extraction method, this method had an evident advantage on yield (20.4mg/g versus the original yield of 15.0mg/g) and the concentration of alliin in extract solution by ATPE was close to three times of that with conventional extraction. The purification of alliin was carried out with the ammonium form of sulfonic acid cation-exchange resins 001Ã7. Sample solution with alliin concentration of 1mg/mL was passed through resins and the desorption of alliin was accomplished by water at the flow velocity of 0.5mL/min, 1.5mL/min, respectively. The purity and recovery of alliin after purification were 80% and 76%, respectively. ",Combination of aqueous two-phase extraction and cation-exchange chromatography: new strategies for separation and purification of alliin from garlic powder.,"['Adsorption', 'Chromatography, Ion Exchange', 'Cysteine', 'Garlic', 'Liquid-Liquid Extraction', 'Regression Analysis', 'Reproducibility of Results', 'Sodium Chloride']","[None, 'methods', 'analogs & derivatives', 'chemistry', 'methods', None, None, None]",1.0,garlic,0.22,"['NaCl', '1-prpanol', 'sulfonic acid', 'ammonium', 'alliin']",1,11
24592995,"The ability of foods and beverages to reduce allyl methyl disulfide, diallyl disulfide, allyl mercaptan, and allyl methyl sulfide on human breath after consumption of raw garlic was examined. The treatments were consumed immediately following raw garlic consumption for breath measurements, or were blended with garlic prior to headspace measurements. Measurements were done using a selected ion flow tube-mass spectrometer. Chlorophyllin treatment demonstrated no deodorization in comparison to the control. Successful treatments may be due to enzymatic, polyphenolic, or acid deodorization. Enzymatic deodorization involved oxidation of polyphenolic compounds by enzymes, with the oxidized polyphenols causing deodorization. This was the probable mechanism in raw apple, parsley, spinach, and mint treatments. Polyphenolic deodorization involved deodorization by polyphenolic compounds without enzymatic activity. This probably occurred for microwaved apple, green tea, and lemon juice treatments. When pH is below 3.6, the enzyme alliinase is inactivated, which causes a reduction in volatile formation. This was demonstrated in pH-adjusted headspace measurements. However, the mechanism for volatile reduction on human breath (after volatile formation) is unclear, and may have occurred in soft drink and lemon juice breath treatments. Whey protein was not an effective garlic breath deodorant and had no enzymatic activity, polyphenolic compounds, or acidity. Headspace concentrations did not correlate well to breath treatments. ",Deodorization of garlic breath volatiles by food and food components.,"['Allyl Compounds', 'Carbon-Sulfur Lyases', 'Citrus', 'Deodorants', 'Disulfides', 'Food Handling', 'Fruit', 'Garlic', 'Halitosis', 'Humans', 'Hydrogen-Ion Concentration', 'Mass Spectrometry', 'Oxidation-Reduction', 'Plant Extracts', 'Polyphenols', 'Sulfides', 'Sulfur Compounds', 'Volatile Organic Compounds']","['metabolism', 'antagonists & inhibitors', 'chemistry', None, 'metabolism', None, 'chemistry', 'chemistry', 'metabolism', None, None, None, None, 'pharmacology', 'pharmacology', 'metabolism', 'metabolism', 'metabolism']",0.0,garlic,0.1232876712328767,"['polyphenols', 'headspace', 'allyl mercaptan', 'green tea', 'allyl methyl disulfide', 'diallyl disulfide', 'allyl methyl sulfide', 'Headspace']",1,9
24491695,"Angelica keiskei is used as popular functional food stuff. However, quantitative analysis of this plant's metabolites has not yet been disclosed. The principal phenolic compounds (1-16) within A. keiskei were isolated, enabling us to quantify the metabolites within different parts of the plant. The specific quantification of metabolites (1-16) was accomplished by multiple reaction monitoring (MRM) using a quadruple tandem mass spectrometer. The limit of detection and limit of quantitation were calculated as 0.4-44 Î¼g/kg and 1.5-148 Î¼g/kg, respectively. Abundance and composition of these metabolites varied significantly across different parts of plant. For example, the abundance of chalcones (12-16) decreased as follows: root bark (10.51 mg/g)>stems (8.52 mg/g)>leaves (2.63 mg/g)>root cores (1.44 mg/g). The chalcones were found to be responsible for the xanthine oxidase (XO) inhibition shown by this plant. The most potent inhibitor, xanthoangelol inhibited XO with an IC50 of 8.5 Î¼M. Chalcones (12-16) exhibited mixed-type inhibition characteristics.",Quantitative analysis of phenolic metabolites from different parts of Angelica keiskei by HPLC-ESI MS/MS and their xanthine oxidase inhibition.,"['Angelica', 'Chromatography, High Pressure Liquid', 'Enzyme Inhibitors', 'Humans', 'Phenols', 'Plant Extracts', 'Tandem Mass Spectrometry', 'Xanthine Oxidase']","['chemistry', 'methods', 'analysis', None, 'analysis', 'analysis', 'methods', 'analysis']",0.0,garlic,0.10638297872340426,"['xanthine', 'A. keiskei', 'chalcones', 'Angelica keiskei']",1,5
24267071,"The use of volatile organic compounds (VOCs) emanating from human skin presents great potential for skin disease diagnosis. These compounds are emitted at very low concentrations. Thus, the sampling preparation step needs to be implemented before gas chromatography-mass spectrometry (GC-MS) analysis. In this work, a simple, non-invasive headspace sampling method for volatile compounds emanating from human skin is presented, using thin film as the extraction phase format. The proposed method was evaluated in terms of reproducibility, membrane size, extraction mode and storage conditions. First, the in vial sampling showed an intra- and inter-membrane RSD% less than 9.8% and 8.2%, respectively, which demonstrated that this home-made skin volatiles sampling device was highly reproducible with regard to intra-, inter-membrane sampling. The in vivo sampling was influenced not only by the skin metabolic status, but also by environmental conditions. The developed sampling set-up (or ""membrane sandwich"") was used to compare two different modes of sampling: headspace and direct sampling. Results demonstrated that headspace sampling had significantly reduced background signal intensity, indicating minimized contamination from the skin surface. In addition, membrane storage conditions both before and after sampling were fully investigated. Membranes stored in dry ice for up to 72 h after collection were tested and showed no or minimal change in volatile profiles. This novel skin volatile compounds sampling approach coupled with gas chromatography-mass spectrometry (GC-MS) can achieve reproducible analysis. This technique was applied to identify the biomarkers of garlic intake and alcohol ingestion. Dimethyl sulphone, allyl methyl sulfide and allyl mercaptan, as metabolites of garlic intake, were detected. In addition, alcohol released from skin was also detected using our ""membrane-sandwich"" sampling. Using the same approach, we analyzed skin VOCs from upper back, forearm and back thigh regions of the body. Our results show that different body locations share a number of common compounds (27/99). The area with most compounds detected was the upper back skin region, where the density of sebaceous glands is the highest.",A non-invasive method for in vivo skin volatile compounds sampling.,"['Gas Chromatography-Mass Spectrometry', 'Humans', 'Reproducibility of Results', 'Skin', 'Volatile Organic Compounds']","[None, None, None, 'chemistry', 'analysis']",0.0,garlic,0.08247422680412371,"['headspace', 'allyl methyl sulfide', 'allyl mercaptan', 'alcohol', 'Dimethyl sulphone']",1,8
24243685,"To enhance the utilization of garlic macerated oil as functional foods, oil-soluble organosulfur compounds were investigated using normal-phase high-performance liquid chromatography method. For analysis of compounds, it was simply extracted with 98% n-hexane in 2-propanol followed by sensitive and selective determination of all compounds. These method exhibited excellent linearity for oil-soluble organosulfur compounds with good coefficient (r > 0.999). Average recoveries were in the range of 80.23-106.18%. The limits of quantitation of oil-soluble organosulfur compounds ranged from 0.32 to 9.56 Î¼g mL(-1) and the limits of detection were from 0.11 to 3.16 Î¼g mL(-1). Overall, the precision of the results, expressed as relative standard deviation, ranged from 0.55 to 11.67%. The proposed method was applied to determining the contents of oil-soluble organosulfur compounds in commercial garlic macerated oils. Also, the stability of oil-soluble organosulfur compounds in garlic macerated oil were evaluated during 3 months of storage at four difference temperatures (4, 10, 25 and 35Â°C). The results showed the studied oil-soluble compounds in garlic macerated oil were stable at 4Â°C and relatively unstable at 35Â°C with varied extents degradation. Therefore, these validation data and temperature stability may be useful for quality evaluation of garlic macerated oils.",Validated HPLC method and temperature stabilities for oil-soluble organosulfur compounds in garlic macerated oil.,"['Allyl Compounds', 'Chromatography, High Pressure Liquid', 'Drug Stability', 'Garlic', 'Limit of Detection', 'Linear Models', 'Plant Oils', 'Reproducibility of Results', 'Sulfides', 'Temperature']","['chemistry', 'methods', None, 'chemistry', None, None, 'chemistry', None, 'chemistry', None]",1.0,garlic,0.11864406779661017,"['n-hexane', 'organosulfur', '2-propanol']",1,7
24224921,"A multi-residue analytical method was validated for 24 representative pesticides residues in onion, garlic and leek. The method is based on modified QuEChERS sample preparation with a mixture of graphene, primary secondary amine (PSA), and graphitised carbon black (GCB) as reversed-dispersive solid-phase extraction (r-DSPE) material and LC-MS/MS. Graphene was first used as an r-DSPE clean-up sorbent in onion, garlic and leek. The results first show that the mixed sorbent of graphene, PSA and GCB has a remarkable ability to clean-up interfering substances in the r-DSPE procedure when compared with the mixture of PSA and GCB. Use of matrix-matched standards provided acceptable results for tested pesticides with overall average recoveries between 70.1% and 109.7% and consistent RSDs <15.6%. In any case, this method still meets the 1-10 Î¼g kg(-1) detection limit needed for pesticide testing and may be used for qualitative screening applications in which any identified pesticides can be quantified and confirmed by a more intensive method that achieves >70% recovery.","Graphene as dispersive solidphase extraction materials for pesticides LC-MS/MS multi-residue analysis in leek, onion and garlic.","['Allium', 'Chromatography, Liquid', 'Graphite', 'Pesticide Residues', 'Pesticides', 'Solid Phase Extraction', 'Tandem Mass Spectrometry']","['chemistry', 'methods', 'chemistry', 'chemistry', 'chemistry', 'methods', 'methods']",1.0,garlic,0.12,"['amine', 'pesticides', 'GCB', 'carbon']",1,6
24196723,"Colchicine poisoning can occur not only by taking dosage form but also by ingesting a plant containing colchicine. A 39-year-old man presented to the emergency room with nausea, vomiting, and diarrhea 9 hours after ingestion of wild garlic. Symptoms attributed to food poisoning, and he received supportive cares and discharged. However, he was admitted to the hospital because of severe gastrointestinal presentations 4 hours later. He received treatments based on the diagnosis of acute gastroenteritis. The patient was in a fair condition during 30 hours of hospitalization until he suddenly developed respiratory distress and unfortunately died with cardiopulmonary arrest. The deceased body referred to our legal medicine center for determining cause of death and investigating possible medical staff malpractices. Postmortem examination, autopsy, macropathology and micropathology study, and postmortem toxicological analysis were performed. All results were submitted to the medical committee office for decision. The unknown cause of death was disclosed after determination of colchicine in the plant and botanical identification as Colchicum persicum. The committee determined the most probable cause of death as acute cardiopulmonary complications induced by colchicine poisoning and the manner of death as accidental. The medical staff was acquitted of the malpractice.",Fatal colchicine poisoning by accidental ingestion of Colchicum persicum: a case report.,"['Abdominal Pain', 'Accidents', 'Adult', 'Chromatography, High Pressure Liquid', 'Colchicine', 'Colchicum', 'Diagnostic Errors', 'Diarrhea', 'Emergency Service, Hospital', 'Forensic Toxicology', 'Gastroenteritis', 'Heart Arrest', 'Humans', 'Iran', 'Male', 'Poisoning', 'Respiratory Distress Syndrome, Adult', 'Vomiting']","['chemically induced', None, None, None, 'poisoning', 'poisoning', None, 'chemically induced', None, None, 'diagnosis', 'chemically induced', None, None, None, 'diagnosis', 'chemically induced', 'chemically induced']",0.0,garlic,0.06666666666666667,"['Colchicine poisoning', 'colchicine', 'colchicine poisoning']",1,4
